instance_sn,role,app_name,cpu_request,cpu_limit,gpu_request,gpu_limit,rdma_request,rdma_limit,memory_request,memory_limit,disk_request,disk_limit,max_instance_per_node,creation_time,scheduled_time,deletion_time
instance_3024,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,318312.0
instance_3025,CN,app_25,64,64,0,0,1,1,256.0,256.0,512.0,640.0,-1,,,318516.0
instance_3026,CN,app_22,64,64,0,0,1,1,320.0,320.0,512.0,640.0,-1,,,318839.0
instance_3027,CN,app_53,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,319105.0
instance_3028,HN,app_49,8,8,1,1,50,50,40.0,40.0,80.0,100.0,2,,,319628.0
instance_3029,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,,,319723.0
instance_3030,HN,app_57,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,319822.0
instance_3031,HN,app_26,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,319851.0
instance_3032,HN,app_50,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,319961.0
instance_3033,HN,app_31,8,8,1,1,25,25,40.0,40.0,170.0,200.0,10,,,320011.0
instance_3034,HN,app_100,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,,,320007.0
instance_3035,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,320249.0
instance_3036,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,320289.0
instance_3037,HN,app_49,8,8,1,1,50,50,40.0,40.0,80.0,100.0,2,,,320470.0
instance_3038,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,320775.0
instance_3039,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,321375.0
instance_3040,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,321477.0
instance_3041,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,322920.0
instance_3042,CN,app_30,48,48,0,0,1,1,240.0,240.0,384.0,480.0,-1,,,323435.0
instance_3043,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,323697.0
instance_3044,CN,app_22,64,64,0,0,1,1,320.0,320.0,512.0,640.0,-1,,,323761.0
instance_3045,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,323925.0
instance_3046,CN,app_47,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,324085.0
instance_3047,CN,app_57,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,324213.0
instance_3048,CN,app_52,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,324350.0
instance_3049,CN,app_53,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,324387.0
instance_3050,HN,app_101,8,8,1,1,25,25,50.0,50.0,160.0,200.0,2,,,324943.0
instance_3051,HN,app_52,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,325641.0
instance_3052,HN,app_2,8,8,1,1,25,25,32.0,32.0,170.0,200.0,4,,,325632.0
instance_3053,HN,app_93,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,,,325626.0
instance_3054,HN,app_62,8,8,1,1,25,25,40.0,40.0,170.0,200.0,2,,,325570.0
instance_3055,HN,app_69,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,325540.0
instance_3056,HN,app_14,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,,,325749.0
instance_3057,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,325844.0
instance_3058,HN,app_80,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,,,325822.0
instance_3059,HN,app_81,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,,,325823.0
instance_3060,HN,app_72,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,325976.0
instance_3061,HN,app_47,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,325948.0
instance_3062,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,326074.0
instance_3063,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,326072.0
instance_3064,CN,app_59,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,
instance_3065,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,328968.0
instance_3066,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,333026.0
instance_3067,CN,app_41,96,96,0,0,51,51,640.0,640.0,320.0,400.0,-1,,,333724.0
instance_3068,HN,app_101,8,8,1,1,25,25,50.0,50.0,170.0,200.0,2,,,335180.0
instance_3069,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337252.0
instance_3070,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337298.0
instance_3071,HN,app_62,8,8,1,1,25,25,40.0,40.0,160.0,200.0,2,,,337250.0
instance_3072,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337309.0
instance_3073,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337425.0
instance_3074,HN,app_25,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337307.0
instance_3075,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337437.0
instance_3076,HN,app_19,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337446.0
instance_3077,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337544.0
instance_3078,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337570.0
instance_3079,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,337544.0
instance_3080,HN,app_37,8,8,1,1,50,50,40.0,40.0,160.0,200.0,10,,,337767.0
instance_3081,CN,app_21,96,96,0,0,1,1,480.0,480.0,320.0,400.0,-1,,,337770.0
instance_3082,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,337861.0
instance_3083,CN,app_37,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,,,339664.0
instance_3084,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,,,340744.0
instance_3085,HN,app_24,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,342659.0
instance_3086,HN,app_23,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,,,342694.0
instance_3087,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,342774.0
instance_3088,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,342789.0
instance_3089,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,342706.0
instance_3090,HN,app_61,8,8,1,1,25,25,40.0,40.0,100.0,100.0,2,,,342810.0
instance_3091,HN,app_22,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,,,342793.0
instance_3092,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,342819.0
instance_3093,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,342804.0
instance_3094,HN,app_19,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,,,342889.0
instance_3095,HN,app_26,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,,,343099.0
instance_3096,HN,app_37,8,8,1,1,50,50,40.0,40.0,200.0,200.0,10,,,343142.0
instance_3097,HN,app_68,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,344845.0
instance_3098,HN,app_26,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,344905.0
instance_3099,HN,app_19,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,344931.0
instance_3100,HN,app_93,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,,,344977.0
instance_3101,HN,app_46,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,345072.0
instance_3102,HN,app_11,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,345051.0
instance_3103,HN,app_100,8,8,1,1,25,25,16.0,16.0,170.0,200.0,2,,,345174.0
instance_3104,HN,app_74,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,345309.0
instance_3105,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,345798.0
instance_3106,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,345846.0
instance_3107,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,345835.0
instance_3108,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,,,
instance_3109,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,348336.0
instance_3110,CN,app_21,96,96,0,0,1,1,480.0,480.0,320.0,400.0,-1,,,
instance_3111,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,,,
instance_3112,HN,app_23,8,8,1,1,25,25,40.0,40.0,100.0,100.0,4,,,353734.0
instance_3113,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,355504.0
instance_3114,CN,app_25,64,64,0,0,1,1,256.0,256.0,512.0,640.0,-1,,,359645.0
instance_3115,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,,,359935.0
instance_3116,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,361254.0
instance_3117,CN,app_44,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,362084.0
instance_3118,CN,app_61,64,64,0,0,1,1,320.0,320.0,512.0,640.0,2,,,368267.0
instance_3119,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,,,370408.0
instance_3120,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,370735.0
instance_3121,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,372700.0
instance_3122,CN,app_38,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,374381.0
instance_3123,CN,app_45,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,374493.0
instance_3124,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,376454.0
instance_3125,HN,app_18,8,8,1,1,50,50,40.0,40.0,85.0,100.0,4,,,387060.0
instance_3126,HN,app_18,8,8,1,1,50,50,40.0,40.0,85.0,100.0,4,,,387058.0
instance_3127,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,,,386999.0
instance_3128,HN,app_54,8,8,1,1,25,25,32.0,32.0,85.0,100.0,2,,,387063.0
instance_3129,HN,app_55,2,2,1,1,25,25,16.0,16.0,255.0,300.0,2,,,387072.0
instance_3130,CN,app_79,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,,,387211.0
instance_3131,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,387425.0
instance_3132,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,387420.0
instance_3133,CN,app_58,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,387731.0
instance_3134,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,388985.0
instance_3135,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,389809.0
instance_3136,CN,app_41,96,96,0,0,51,51,640.0,640.0,340.0,400.0,-1,,,390713.0
instance_3137,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,,,390897.0
instance_3138,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,391118.0
instance_3139,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,,,391576.0
instance_3140,CN,app_20,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,,,391997.0
instance_3141,CN,app_21,96,96,0,0,1,1,480.0,480.0,320.0,400.0,-1,,,392010.0
instance_3142,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,392113.0
instance_3143,CN,app_37,96,96,0,0,51,51,480.0,480.0,340.0,400.0,-1,,,392247.0
instance_3144,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,396820.0
instance_3145,CN,app_102,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,397256.0
instance_3146,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,403394.0
instance_3147,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,,,403543.0
instance_3148,CN,app_21,96,96,0,0,1,1,480.0,480.0,340.0,400.0,-1,,,404000.0
instance_3149,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,404000.0
instance_3150,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,404660.0
instance_3151,CN,app_2,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,,,404890.0
instance_3152,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,405032.0
instance_3153,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,405238.0
instance_3154,CN,app_12,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,405764.0
instance_3155,CN,app_11,64,64,0,0,1,1,400.0,400.0,255.0,300.0,2,,,405900.0
instance_3156,CN,app_67,24,24,0,0,1,1,120.0,120.0,320.0,400.0,2,,,406269.0
instance_3157,CN,app_88,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,406715.0
instance_3158,CN,app_89,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,407077.0
instance_3159,CN,app_41,96,96,0,0,51,51,640.0,640.0,340.0,400.0,-1,,,409035.0
instance_3160,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,409168.0
instance_3161,CN,app_25,64,64,0,0,1,1,256.0,256.0,544.0,640.0,-1,,,410133.0
instance_3162,HN,app_24,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,410918.0
instance_3163,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,410974.0
instance_3164,HN,app_20,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,410967.0
instance_3165,HN,app_30,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,410935.0
instance_3166,HN,app_41,8,8,1,1,25,25,40.0,40.0,160.0,200.0,10,,,410974.0
instance_3167,HN,app_30,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,410953.0
instance_3168,CN,app_93,64,64,0,0,1,1,320.0,320.0,340.0,400.0,-1,,,411140.0
instance_3169,HN,app_41,8,8,1,1,25,25,40.0,40.0,160.0,200.0,10,,,411216.0
instance_3170,CN,app_78,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,411228.0
instance_3171,HN,app_53,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,411376.0
instance_3172,CN,app_47,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,411479.0
instance_3173,HN,app_2,8,8,1,1,25,25,32.0,32.0,170.0,200.0,4,,,411569.0
instance_3174,HN,app_0,12,12,1,1,25,25,120.0,120.0,640.0,800.0,8,,,411602.0
instance_3175,HN,app_53,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,411616.0
instance_3176,HN,app_82,8,8,1,1,25,25,40.0,40.0,170.0,200.0,2,,,411825.0
instance_3177,HN,app_103,8,8,1,1,25,25,40.0,40.0,255.0,300.0,4,,,411840.0
instance_3178,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,412165.0
instance_3179,CN,app_55,64,64,0,0,1,1,480.0,480.0,480.0,600.0,-1,,,412206.0
instance_3180,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,412307.0
instance_3181,HN,app_0,12,12,1,1,25,25,120.0,120.0,640.0,800.0,8,,,412438.0
instance_3182,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,412444.0
instance_3183,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,412463.0
instance_3184,CN,app_14,48,48,0,0,1,1,240.0,240.0,255.0,300.0,-1,,,412638.0
instance_3185,CN,app_95,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,412769.0
instance_3186,CN,app_2,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,,,412885.0
instance_3187,CN,app_68,48,48,0,0,1,1,400.0,400.0,255.0,300.0,2,,,412919.0
instance_3188,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,413038.0
instance_3189,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,,,413094.0
instance_3190,CN,app_2,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,,,413252.0
instance_3191,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,413344.0
instance_3192,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,413432.0
instance_3193,CN,app_23,64,64,0,0,1,1,480.0,480.0,544.0,640.0,-1,,,413625.0
instance_3194,CN,app_2,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,,,413687.0
instance_3195,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,414486.0
instance_3196,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,415740.0
instance_3197,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,415904.0
instance_3198,CN,app_30,48,48,0,0,1,1,240.0,240.0,384.0,480.0,-1,,,416847.0
instance_3199,CN,app_26,48,48,0,0,1,1,300.0,300.0,408.0,480.0,-1,,,417454.0
instance_3200,CN,app_19,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,417541.0
instance_3201,CN,app_68,48,48,0,0,1,1,400.0,400.0,255.0,300.0,2,,,418990.0
instance_3202,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,420119.0
instance_3203,CN,app_76,96,96,0,0,51,51,750.0,750.0,800.0,1000.0,-1,,,420196.0
instance_3204,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,420315.0
instance_3205,CN,app_19,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,420377.0
instance_3206,CN,app_2,64,64,0,0,1,1,320.0,320.0,425.0,500.0,-1,,,428184.0
instance_3207,CN,app_62,48,48,0,0,1,1,240.0,240.0,480.0,600.0,4,,,433181.0
instance_3208,CN,app_75,48,48,0,0,1,1,240.0,240.0,340.0,400.0,2,,,435931.0
instance_3209,HN,app_19,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,436600.0
instance_3210,HN,app_22,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,436649.0
instance_3211,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,436902.0
instance_3212,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,437444.0
instance_3213,HN,app_69,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,
instance_3214,CN,app_65,64,64,0,0,1,1,320.0,320.0,680.0,800.0,-1,,,
instance_3215,CN,app_93,64,64,0,0,1,1,320.0,320.0,320.0,400.0,-1,,,443550.0
instance_3216,CN,app_37,96,96,0,0,51,51,480.0,480.0,320.0,400.0,-1,,,443580.0
instance_3217,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,
instance_3218,CN,app_75,48,48,0,0,1,1,240.0,240.0,320.0,400.0,2,,,455360.0
instance_3219,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,462013.0
instance_3220,CN,app_18,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,462446.0
instance_3221,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,463626.0
instance_3222,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,466758.0
instance_3223,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,466825.0
instance_3224,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,468332.00000000006
instance_3225,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,,,468726.00000000006
instance_3226,HN,app_23,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,469700.00000000006
instance_3227,HN,app_26,8,8,1,1,25,25,40.0,40.0,80.0,100.0,4,,,469712.00000000006
instance_3228,CN,app_81,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,469769.00000000006
instance_3229,CN,app_22,64,64,0,0,1,1,320.0,320.0,512.0,640.0,-1,,,471857.00000000006
instance_3230,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,472177.00000000006
instance_3231,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,,,472364.00000000006
instance_3232,CN,app_34,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,473276.00000000006
instance_3233,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,473339.00000000006
instance_3234,CN,app_26,48,48,0,0,1,1,300.0,300.0,384.0,480.0,-1,,,474383.00000000006
instance_3235,CN,app_37,96,96,0,0,51,51,480.0,480.0,320.0,400.0,-1,,,474650.00000000006
instance_3236,CN,app_22,64,64,0,0,1,1,320.0,320.0,544.0,640.0,-1,,,475576.00000000006
instance_3237,CN,app_48,96,96,0,0,1,1,480.0,480.0,240.0,300.0,-1,,,478623.00000000006
instance_3238,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,479042.00000000006
instance_3239,CN,app_13,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,479587.00000000006
instance_3240,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,479708.00000000006
instance_3241,CN,app_0,48,48,0,0,25,25,240.0,240.0,680.0,800.0,-1,,,480133.00000000006
instance_3242,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,480358.00000000006
instance_3243,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,481353.00000000006
instance_3244,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,481748.00000000006
instance_3245,CN,app_104,64,64,0,0,1,1,420.0,420.0,340.0,400.0,-1,,,482247.00000000006
instance_3246,HN,app_11,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,482453.00000000006
instance_3247,HN,app_64,8,8,1,1,25,25,40.0,40.0,85.0,100.0,2,,,482453.00000000006
instance_3248,HN,app_22,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,482563.00000000006
instance_3249,HN,app_23,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,482506.00000000006
instance_3250,HN,app_55,2,2,1,1,25,25,16.0,16.0,255.0,300.0,2,,,482507.00000000006
instance_3251,HN,app_55,2,2,1,1,25,25,16.0,16.0,255.0,300.0,2,,,482495.00000000006
instance_3252,HN,app_35,8,8,1,1,25,25,40.0,40.0,160.0,200.0,10,,,482648.00000000006
instance_3253,HN,app_0,12,12,1,1,25,25,120.0,120.0,640.0,800.0,8,,,482793.00000000006
instance_3254,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,482813.00000000006
instance_3255,CN,app_21,96,96,0,0,1,1,480.0,480.0,320.0,400.0,-1,,,484175.00000000006
instance_3256,HN,app_21,8,8,1,1,75,75,16.0,16.0,255.0,300.0,4,,,485803.00000000006
instance_3257,HN,app_62,8,8,1,1,25,25,40.0,40.0,170.0,200.0,2,,,485803.00000000006
instance_3258,HN,app_67,8,8,1,1,25,25,40.0,40.0,85.0,100.0,8,,,485804.00000000006
instance_3259,HN,app_18,8,8,1,1,50,50,40.0,40.0,85.0,100.0,4,,,485931.00000000006
instance_3260,HN,app_75,8,8,1,1,25,25,40.0,40.0,85.0,100.0,4,,,486357.00000000006
instance_3261,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,486573.00000000006
instance_3262,CN,app_81,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,489255.00000000006
instance_3263,CN,app_23,64,64,0,0,1,1,480.0,480.0,512.0,640.0,-1,,,490339.00000000006
instance_3264,CN,app_62,48,48,0,0,1,1,240.0,240.0,480.0,600.0,4,,,494511.00000000006
instance_3265,CN,app_53,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,495385.00000000006
instance_3266,CN,app_21,96,96,0,0,1,1,480.0,480.0,320.0,400.0,-1,,,495756.00000000006
instance_3267,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,496431.00000000006
instance_3268,CN,app_19,64,64,0,0,1,1,320.0,320.0,240.0,300.0,-1,,,497566.00000000006
instance_3269,CN,app_22,64,64,0,0,1,1,320.0,320.0,512.0,640.0,-1,,,497649.00000000006
instance_3270,CN,app_23,64,64,0,0,1,1,480.0,480.0,512.0,640.0,-1,,,497698.00000000006
instance_3271,CN,app_13,96,96,0,0,1,1,480.0,480.0,240.0,300.0,-1,,,500128.00000000006
instance_3272,CN,app_41,96,96,0,0,51,51,640.0,640.0,320.0,400.0,-1,,,501612.00000000006
instance_3273,CN,app_68,48,48,0,0,1,1,400.0,400.0,255.0,300.0,2,,,501830.00000000006
instance_3274,CN,app_54,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,502394.00000000006
instance_3275,CN,app_82,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,503483.00000000006
instance_3276,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,504493.00000000006
instance_3277,CN,app_66,64,64,0,0,1,1,400.0,400.0,425.0,500.0,-1,,,505075.00000000006
instance_3278,CN,app_28,96,96,0,0,1,1,480.0,480.0,240.0,300.0,-1,,,506532.00000000006
instance_3279,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,509801.00000000006
instance_3280,CN,app_30,48,48,0,0,1,1,240.0,240.0,408.0,480.0,-1,,,510264.00000000006
instance_3281,CN,app_14,48,48,0,0,1,1,240.0,240.0,240.0,300.0,-1,,,510373.00000000006
instance_3282,CN,app_93,64,64,0,0,1,1,320.0,320.0,320.0,400.0,-1,,,511257.00000000006
instance_3283,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,512507.00000000006
instance_3284,CN,app_50,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,513762.00000000006
instance_3285,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,514554.00000000006
instance_3286,CN,app_0,48,48,0,0,25,25,200.0,200.0,680.0,800.0,2,,,514554.00000000006
instance_3287,CN,app_28,96,96,0,0,1,1,480.0,480.0,255.0,300.0,-1,,,517609.00000000006
instance_3288,CN,app_62,48,48,0,0,1,1,240.0,240.0,480.0,600.0,4,,,519503.00000000006
instance_3289,CN,app_35,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,528208.0
instance_3290,CN,app_61,64,64,0,0,1,1,320.0,320.0,512.0,640.0,2,,,534870.0
instance_3291,CN,app_38,192,192,0,0,51,51,960.0,960.0,340.0,400.0,-1,,,543845.0
instance_3292,CN,app_87,64,64,0,0,100,100,320.0,320.0,255.0,300.0,2,,,546384.0
instance_3293,HN,app_0,12,12,1,1,25,25,120.0,120.0,680.0,800.0,8,,,547906.0
instance_3294,CN,app_105,64,64,0,0,1,1,320.0,320.0,255.0,300.0,-1,,,
instance_3295,HN,app_87,8,8,1,1,50,50,40.0,40.0,170.0,200.0,2,,,550738.0
