sn,cpu_milli,memory_mib,gpu,model
openb-node-0756,8000,32768,1,V100M16
openb-node-0757,96000,786432,8,V100M32
openb-node-0758,96000,524288,0,
openb-node-0759,96000,524288,0,
openb-node-0760,96000,393216,8,G2
openb-node-0761,96000,393216,8,G2
openb-node-0762,96000,393216,8,G2
openb-node-0763,96000,393216,8,G2
openb-node-0764,96000,393216,8,G2
openb-node-0765,96000,393216,8,G2
openb-node-0766,96000,393216,8,G2
openb-node-0767,96000,393216,8,G2
openb-node-0768,96000,393216,8,G2
openb-node-0769,96000,393216,8,G2
openb-node-0770,32000,131072,0,
openb-node-0771,104000,524288,0,
openb-node-0772,96000,393216,8,G2
openb-node-0773,32000,131072,0,
openb-node-0774,96000,393216,8,G2
openb-node-0775,96000,393216,8,G2
openb-node-0776,104000,524288,2,T4
openb-node-0777,96000,786432,8,V100M32
openb-node-0778,96000,393216,8,G2
openb-node-0779,96000,393216,8,G2
openb-node-0780,32000,131072,0,
openb-node-0781,104000,524288,2,T4
openb-node-0782,104000,524288,2,T4
openb-node-0783,104000,524288,2,T4
openb-node-0784,96000,393216,8,G2
openb-node-0785,96000,393216,8,G2
openb-node-0786,104000,524288,0,
openb-node-0787,96000,393216,4,T4
openb-node-0788,104000,524288,2,T4
openb-node-0789,104000,524288,2,T4
openb-node-0790,104000,524288,2,T4
openb-node-0791,104000,524288,2,T4
openb-node-0792,104000,524288,2,T4
openb-node-0793,104000,524288,2,T4
openb-node-0794,104000,524288,2,T4
openb-node-0795,16000,122880,2,P100
openb-node-0796,96000,393216,8,G2
openb-node-0797,16000,122880,2,P100
openb-node-0798,16000,122880,2,P100
openb-node-0799,96000,393216,8,G2
openb-node-0800,96000,393216,8,G2
openb-node-0801,96000,393216,8,G2
openb-node-0802,96000,393216,8,G2
openb-node-0803,96000,393216,8,G2
openb-node-0804,96000,393216,8,G2
openb-node-0805,96000,393216,8,G2
openb-node-0806,96000,393216,8,G2
openb-node-0807,104000,524288,2,T4
openb-node-0808,16000,122880,2,P100
openb-node-0809,16000,122880,2,P100
openb-node-0810,96000,393216,8,G2
openb-node-0811,96000,393216,8,G2
openb-node-0812,32000,131072,4,V100M16
openb-node-0813,96000,393216,4,T4
openb-node-0814,96000,393216,8,G2
openb-node-0815,96000,393216,8,G2
openb-node-0816,96000,393216,8,G2
openb-node-0817,16000,122880,2,P100
openb-node-0818,8000,32768,1,V100M16
openb-node-0819,16000,122880,2,P100
openb-node-0820,96000,524288,0,
openb-node-0821,96000,524288,0,
openb-node-0822,96000,524288,0,
openb-node-0823,96000,393216,8,G2
openb-node-0824,64000,262144,0,
openb-node-0825,104000,524288,2,T4
openb-node-0826,104000,524288,2,T4
openb-node-0827,32000,131072,0,
openb-node-0828,96000,393216,8,G2
openb-node-0829,96000,393216,8,G2
openb-node-0830,96000,393216,8,G2
openb-node-0831,128000,786432,8,G3
openb-node-0832,8000,32768,1,V100M16
openb-node-0833,104000,524288,2,T4
openb-node-0834,104000,524288,2,T4
openb-node-0835,104000,524288,2,T4
openb-node-0836,96000,393216,8,G2
openb-node-0837,96000,393216,8,G2
openb-node-0838,16000,122880,2,P100
openb-node-0839,64000,262144,8,V100M16
openb-node-0840,128000,786432,8,G3
openb-node-0841,128000,786432,8,G3
openb-node-0842,96000,393216,8,G2
openb-node-0843,96000,393216,8,G2
openb-node-0844,104000,524288,2,T4
openb-node-0845,96000,393216,8,G2
openb-node-0846,96000,393216,8,G2
openb-node-0847,96000,393216,8,G2
openb-node-0848,104000,524288,2,T4
openb-node-0849,104000,524288,2,T4
openb-node-0850,104000,524288,2,T4
openb-node-0851,104000,524288,2,T4
openb-node-0852,104000,524288,2,T4
openb-node-0853,104000,524288,2,T4
openb-node-0854,104000,524288,2,T4
openb-node-0855,104000,524288,2,T4
openb-node-0856,104000,524288,2,T4
openb-node-0857,104000,524288,2,T4
openb-node-0858,104000,524288,2,T4
openb-node-0859,104000,524288,2,T4
openb-node-0860,104000,524288,2,T4
openb-node-0861,104000,524288,2,T4
openb-node-0862,104000,524288,2,T4
openb-node-0863,104000,524288,2,T4
openb-node-0864,104000,524288,0,
openb-node-0865,64000,131072,0,
openb-node-0866,64000,131072,0,
openb-node-0867,8000,32768,1,V100M16
openb-node-0868,96000,393216,8,G2
openb-node-0869,104000,524288,2,T4
openb-node-0870,104000,524288,2,T4
openb-node-0871,104000,524288,2,T4
openb-node-0872,104000,524288,2,T4
openb-node-0873,96000,393216,4,T4
openb-node-0874,104000,524288,2,T4
openb-node-0875,104000,524288,2,T4
openb-node-0876,104000,524288,2,T4
openb-node-0877,104000,524288,2,T4
openb-node-0878,104000,524288,2,T4
openb-node-0879,104000,524288,2,T4
openb-node-0880,104000,524288,2,T4
openb-node-0881,96000,393216,8,G2
openb-node-0882,96000,393216,8,G2
openb-node-0883,96000,393216,8,G2
openb-node-0884,96000,393216,8,G2
openb-node-0885,96000,393216,8,G2
openb-node-0886,96000,393216,8,G2
openb-node-0887,96000,393216,8,G2
openb-node-0888,32000,131072,4,V100M16
openb-node-0889,32000,131072,4,V100M16
openb-node-0890,16000,122880,2,P100
openb-node-0891,16000,122880,2,P100
openb-node-0892,16000,122880,2,P100
openb-node-0893,16000,122880,2,P100
openb-node-0894,16000,122880,2,P100
openb-node-0895,96000,393216,8,G2
openb-node-0896,104000,524288,2,T4
openb-node-0897,104000,524288,2,T4
openb-node-0898,104000,524288,2,T4
openb-node-0899,104000,524288,2,T4
openb-node-0900,104000,524288,2,T4
openb-node-0901,104000,524288,2,T4
openb-node-0902,104000,524288,2,T4
openb-node-0903,104000,524288,2,T4
openb-node-0904,104000,524288,2,T4
openb-node-0905,104000,524288,2,T4
openb-node-0906,104000,524288,2,T4
openb-node-0907,104000,524288,2,T4
openb-node-0908,104000,524288,2,T4
openb-node-0909,104000,524288,2,T4
openb-node-0910,104000,524288,2,T4
openb-node-0911,104000,524288,2,T4
openb-node-0912,104000,524288,2,T4
openb-node-0913,104000,524288,2,T4
openb-node-0914,104000,524288,2,T4
openb-node-0915,104000,524288,2,T4
openb-node-0916,128000,786432,8,G3
openb-node-0917,96000,393216,8,G2
openb-node-0918,32000,131072,4,V100M16
openb-node-0919,96000,393216,8,G2
openb-node-0920,96000,393216,8,G2
openb-node-0921,96000,393216,8,G2
openb-node-0922,96000,393216,8,G2
openb-node-0923,96000,393216,8,G2
openb-node-0924,96000,393216,8,G2
openb-node-0925,96000,393216,8,G2
openb-node-0926,96000,393216,8,G2
openb-node-0927,96000,393216,8,G2
openb-node-0928,96000,393216,8,G2
openb-node-0929,96000,393216,8,G2
openb-node-0930,96000,393216,8,G2
openb-node-0931,96000,393216,8,G2
openb-node-0932,96000,393216,8,G2
openb-node-0933,96000,524288,0,
openb-node-0934,104000,524288,2,T4
openb-node-0935,104000,524288,2,T4
openb-node-0936,104000,524288,2,T4
openb-node-0937,82000,344064,8,V100M16
openb-node-0938,96000,393216,8,G2
openb-node-0939,96000,393216,8,G2
openb-node-0940,96000,393216,8,G2
openb-node-0941,96000,393216,8,G2
openb-node-0942,16000,122880,2,P100
openb-node-0943,128000,786432,8,G3
openb-node-0944,104000,524288,0,
openb-node-0945,104000,524288,2,T4
openb-node-0946,96000,393216,8,G2
openb-node-0947,96000,393216,8,G2
openb-node-0948,104000,524288,0,
openb-node-0949,104000,524288,0,
openb-node-0950,128000,786432,8,G3
openb-node-0951,96000,393216,8,G2
openb-node-0952,96000,393216,8,G2
openb-node-0953,96000,393216,8,G2
openb-node-0954,96000,393216,8,G2
openb-node-0955,32000,131072,4,V100M16
openb-node-0956,104000,524288,2,T4
openb-node-0957,104000,524288,2,T4
openb-node-0958,104000,524288,2,T4
openb-node-0959,104000,524288,2,T4
openb-node-0960,104000,524288,2,T4
openb-node-0961,104000,524288,2,T4
openb-node-0962,104000,524288,2,T4
openb-node-0963,104000,524288,2,T4
openb-node-0964,104000,524288,2,T4
openb-node-0965,104000,524288,2,T4
openb-node-0966,104000,524288,2,T4
openb-node-0967,104000,524288,2,T4
openb-node-0968,104000,524288,2,T4
openb-node-0969,104000,524288,2,T4
openb-node-0970,104000,524288,2,T4
openb-node-0971,104000,524288,2,T4
openb-node-0972,104000,524288,2,T4
openb-node-0973,104000,524288,2,T4
openb-node-0974,104000,524288,2,T4
openb-node-0975,96000,393216,8,G2
openb-node-0976,96000,393216,8,G2
openb-node-0977,64000,262144,0,
openb-node-0978,16000,122880,2,P100
openb-node-0979,96000,393216,8,G2
openb-node-0980,96000,393216,8,G2
openb-node-0981,8000,32768,1,V100M16
openb-node-0982,104000,524288,2,T4
openb-node-0983,104000,524288,2,T4
openb-node-0984,104000,524288,2,T4
openb-node-0985,104000,524288,2,T4
openb-node-0986,104000,524288,2,T4
openb-node-0987,104000,524288,2,T4
openb-node-0988,104000,524288,2,T4
openb-node-0989,104000,524288,2,T4
openb-node-0990,104000,524288,2,T4
openb-node-0991,104000,524288,2,T4
openb-node-0992,104000,524288,2,T4
openb-node-0993,104000,524288,2,T4
openb-node-0994,104000,524288,2,T4
openb-node-0995,104000,524288,2,T4
openb-node-0996,104000,524288,2,T4
openb-node-0997,104000,524288,2,T4
openb-node-0998,104000,524288,2,T4
openb-node-0999,104000,524288,2,T4
openb-node-1000,104000,524288,2,T4
openb-node-1001,104000,524288,2,T4
openb-node-1002,96000,393216,8,G2
openb-node-1003,96000,393216,8,G2
openb-node-1004,96000,393216,8,G2
openb-node-1005,96000,393216,8,G2
openb-node-1006,64000,262144,0,
openb-node-1007,104000,524288,2,T4
openb-node-1008,104000,524288,2,T4
openb-node-1009,104000,524288,0,
openb-node-1010,96000,393216,8,G2
openb-node-1011,96000,393216,8,G2
openb-node-1012,96000,393216,8,G2
openb-node-1013,96000,393216,8,G2
openb-node-1014,96000,393216,8,G2
openb-node-1015,96000,393216,8,G2
openb-node-1016,96000,393216,8,G2
openb-node-1017,96000,393216,8,G2
openb-node-1018,104000,524288,2,T4
openb-node-1019,104000,524288,2,T4
openb-node-1020,104000,524288,2,T4
openb-node-1021,104000,524288,2,T4
openb-node-1022,104000,524288,2,T4
openb-node-1023,104000,524288,2,T4
openb-node-1024,104000,524288,2,T4
openb-node-1025,104000,524288,2,T4
openb-node-1026,104000,524288,2,T4
openb-node-1027,104000,524288,2,T4
openb-node-1028,104000,524288,2,T4
openb-node-1029,104000,524288,2,T4
openb-node-1030,104000,524288,2,T4
openb-node-1031,104000,524288,2,T4
openb-node-1032,96000,393216,8,G2
openb-node-1033,96000,393216,8,G2
openb-node-1034,96000,393216,8,G2
openb-node-1035,96000,393216,8,G2
openb-node-1036,96000,393216,8,G2
openb-node-1037,8000,32768,1,V100M16
openb-node-1038,104000,524288,2,T4
openb-node-1039,104000,524288,2,T4
openb-node-1040,96000,393216,8,G2
openb-node-1041,96000,393216,8,G2
openb-node-1042,96000,393216,8,G2
openb-node-1043,96000,393216,8,G2
openb-node-1044,32000,131072,0,
openb-node-1045,104000,524288,2,T4
openb-node-1046,104000,524288,2,T4
openb-node-1047,104000,524288,2,T4
openb-node-1048,104000,524288,2,T4
openb-node-1049,104000,524288,2,T4
openb-node-1050,104000,524288,2,T4
openb-node-1051,104000,524288,2,T4
openb-node-1052,104000,524288,2,T4
openb-node-1053,96000,393216,8,G2
openb-node-1054,96000,393216,8,G2
openb-node-1055,96000,393216,8,G2
openb-node-1056,48000,376832,4,V100M32
openb-node-1057,48000,376832,4,V100M32
openb-node-1058,104000,524288,2,T4
openb-node-1059,104000,524288,2,T4
openb-node-1060,96000,393216,8,G2
openb-node-1061,96000,393216,8,G2
openb-node-1062,96000,524288,0,
openb-node-1063,32000,65536,0,
openb-node-1064,96000,393216,8,G2
openb-node-1065,96000,393216,8,G2
openb-node-1066,96000,393216,8,G2
openb-node-1067,96000,393216,8,G2
openb-node-1068,96000,393216,8,G2
openb-node-1069,96000,393216,8,G2
openb-node-1070,96000,393216,8,G2
openb-node-1071,104000,524288,2,T4
openb-node-1072,96000,393216,4,T4
openb-node-1073,104000,524288,2,T4
openb-node-1074,96000,393216,8,G2
openb-node-1075,96000,393216,8,G2
openb-node-1076,96000,393216,8,G2
openb-node-1077,96000,393216,8,G2
openb-node-1078,96000,393216,8,G2
openb-node-1079,96000,393216,8,G2
openb-node-1080,96000,393216,8,G2
openb-node-1081,96000,393216,8,G2
openb-node-1082,96000,393216,8,G2
openb-node-1083,96000,393216,8,G2
openb-node-1084,96000,393216,8,G2
openb-node-1085,96000,393216,8,G2
openb-node-1086,96000,393216,8,G2
openb-node-1087,96000,786432,8,V100M32
openb-node-1088,96000,393216,8,G2
openb-node-1089,96000,393216,8,G2
openb-node-1090,96000,393216,8,G2
openb-node-1091,96000,393216,8,G2
openb-node-1092,96000,393216,8,G2
openb-node-1093,96000,393216,8,G2
openb-node-1094,96000,393216,8,G2
openb-node-1095,96000,393216,8,G2
openb-node-1096,96000,393216,8,G2
openb-node-1097,32000,131072,4,V100M16
openb-node-1098,104000,524288,0,
openb-node-1099,96000,786432,8,V100M32
openb-node-1100,96000,393216,8,G2
openb-node-1101,96000,393216,8,G2
openb-node-1102,96000,393216,8,G2
openb-node-1103,96000,393216,8,G2
openb-node-1104,96000,393216,8,G2
openb-node-1105,96000,393216,8,G2
openb-node-1106,96000,393216,8,G2
openb-node-1107,96000,393216,8,G2
openb-node-1108,96000,393216,8,G2
openb-node-1109,128000,786432,8,G3
openb-node-1110,16000,122880,2,P100
openb-node-1111,96000,393216,8,G2
openb-node-1112,96000,393216,8,G2
openb-node-1113,96000,393216,8,G2
openb-node-1114,96000,393216,8,G2
openb-node-1115,96000,393216,8,G2
openb-node-1116,104000,524288,2,T4
openb-node-1117,96000,393216,4,T4
openb-node-1118,96000,393216,8,G2
openb-node-1119,32000,65536,0,
openb-node-1120,64000,262144,8,V100M16
openb-node-1121,104000,524288,2,T4
openb-node-1122,96000,524288,0,
openb-node-1123,96000,524288,0,
openb-node-1124,96000,393216,8,G2
openb-node-1125,96000,393216,8,G2
openb-node-1126,96000,393216,8,G2
openb-node-1127,96000,393216,8,G2
openb-node-1128,32000,131072,4,V100M16
openb-node-1129,48000,376832,4,V100M32
openb-node-1130,96000,393216,8,G2
openb-node-1131,96000,393216,8,G2
openb-node-1132,96000,393216,8,G2
openb-node-1133,96000,393216,8,G2
openb-node-1134,96000,393216,8,G2
openb-node-1135,96000,393216,8,G2
openb-node-1136,128000,786432,8,G3
openb-node-1137,96000,393216,8,G2
openb-node-1138,96000,393216,8,G2
openb-node-1139,8000,32768,1,V100M16
openb-node-1140,96000,393216,8,G2
openb-node-1141,96000,393216,8,G2
openb-node-1142,96000,393216,8,G2
openb-node-1143,16000,122880,2,P100
openb-node-1144,64000,262144,0,
openb-node-1145,96000,786432,8,V100M32
openb-node-1146,16000,122880,2,P100
openb-node-1147,16000,122880,2,P100
openb-node-1148,16000,122880,2,P100
openb-node-1149,104000,524288,2,T4
openb-node-1150,104000,524288,2,T4
openb-node-1151,104000,524288,2,T4
openb-node-1152,104000,524288,2,T4
openb-node-1153,104000,524288,2,T4
openb-node-1154,104000,524288,2,T4
openb-node-1155,104000,524288,2,T4
openb-node-1156,104000,524288,2,T4
openb-node-1157,104000,524288,2,T4
openb-node-1158,104000,524288,2,T4
openb-node-1159,104000,524288,2,T4
openb-node-1160,104000,524288,2,T4
openb-node-1161,104000,524288,2,T4
openb-node-1162,104000,524288,2,T4
openb-node-1163,96000,393216,8,G2
openb-node-1164,96000,393216,8,G2
openb-node-1165,104000,524288,2,T4
openb-node-1166,104000,524288,2,T4
openb-node-1167,96000,786432,8,V100M32
openb-node-1168,96000,393216,8,G2
openb-node-1169,32000,131072,4,V100M16
openb-node-1170,96000,393216,8,G2
openb-node-1171,96000,393216,8,G2
openb-node-1172,96000,393216,8,G2
openb-node-1173,96000,524288,0,
openb-node-1174,96000,393216,8,G2
openb-node-1175,8000,32768,1,V100M16
openb-node-1176,8000,32768,1,V100M16
openb-node-1177,16000,122880,2,P100
openb-node-1178,96000,393216,8,G2
openb-node-1179,96000,393216,8,G2
openb-node-1180,96000,393216,8,G2
openb-node-1181,96000,393216,8,G2
openb-node-1182,96000,393216,8,G2
openb-node-1183,96000,393216,8,G2
openb-node-1184,48000,376832,4,V100M32
openb-node-1185,104000,524288,2,T4
openb-node-1186,104000,524288,2,T4
openb-node-1187,96000,393216,8,G2
openb-node-1188,32000,131072,0,
openb-node-1189,32000,131072,0,
openb-node-1190,104000,524288,0,
openb-node-1191,96000,393216,4,T4
openb-node-1192,96000,393216,8,G2
openb-node-1193,96000,393216,8,G2
openb-node-1194,96000,393216,8,G2
openb-node-1195,96000,393216,8,G2
openb-node-1196,16000,122880,2,P100
openb-node-1197,96000,786432,8,V100M32
openb-node-1198,96000,393216,8,G2
openb-node-1199,96000,393216,8,G2
openb-node-1200,96000,393216,8,G2
openb-node-1201,96000,524288,0,
openb-node-1202,104000,524288,2,T4
openb-node-1203,104000,524288,2,T4
openb-node-1204,32000,131072,4,V100M16
openb-node-1205,96000,524288,0,
openb-node-1206,128000,786432,8,G3
openb-node-1207,96000,524288,0,
openb-node-1208,96000,524288,0,
openb-node-1209,96000,524288,0,
openb-node-1210,96000,393216,8,G2
openb-node-1211,96000,393216,8,G2
openb-node-1212,96000,393216,8,G2
openb-node-1213,96000,393216,8,G2
openb-node-1214,96000,393216,8,G2
openb-node-1215,104000,524288,2,T4
openb-node-1216,104000,524288,2,T4
openb-node-1217,96000,393216,8,G2
openb-node-1218,16000,122880,2,P100
openb-node-1219,16000,122880,2,P100
openb-node-1220,96000,393216,8,G2
openb-node-1221,96000,786432,8,V100M32
openb-node-1222,96000,393216,8,G2
openb-node-1223,96000,393216,8,G2
openb-node-1224,104000,196608,0,
openb-node-1225,48000,376832,4,V100M32
openb-node-1226,32000,131072,4,V100M16
openb-node-1227,32000,131072,0,
openb-node-1228,96000,393216,8,G2
openb-node-1229,96000,393216,8,G2
openb-node-1230,96000,393216,8,G2
openb-node-1231,16000,122880,2,P100
openb-node-1232,104000,524288,2,T4
openb-node-1233,104000,524288,2,T4
openb-node-1234,104000,524288,2,T4
openb-node-1235,104000,524288,2,T4
openb-node-1236,104000,524288,2,T4
openb-node-1237,104000,524288,2,T4
openb-node-1238,104000,524288,2,T4
openb-node-1239,104000,524288,2,T4
openb-node-1240,104000,524288,2,T4
openb-node-1241,104000,524288,2,T4
openb-node-1242,104000,524288,2,T4
openb-node-1243,104000,524288,2,T4
openb-node-1244,96000,393216,8,G2
openb-node-1245,96000,393216,8,G2
openb-node-1246,96000,393216,8,G2
openb-node-1247,96000,524288,0,
openb-node-1248,96000,393216,8,G2
openb-node-1249,96000,393216,8,G2
openb-node-1250,96000,393216,8,G2
openb-node-1251,96000,393216,8,G2
openb-node-1252,96000,393216,8,G2
openb-node-1253,104000,524288,2,T4
openb-node-1254,16000,122880,2,P100
openb-node-1255,32000,131072,0,
openb-node-1256,96000,393216,8,G2
openb-node-1257,16000,122880,2,P100
openb-node-1258,16000,122880,2,P100
openb-node-1259,16000,122880,2,P100
openb-node-1260,128000,786432,8,G3
openb-node-1261,96000,393216,8,G2
openb-node-1262,96000,393216,8,G2
openb-node-1263,96000,393216,8,G2
openb-node-1264,96000,393216,8,G2
openb-node-1265,96000,393216,8,G2
openb-node-1266,32000,65536,0,
openb-node-1267,96000,393216,8,G2
openb-node-1268,128000,786432,8,G3
openb-node-1269,128000,786432,8,G3
openb-node-1270,16000,122880,2,P100
openb-node-1271,96000,393216,8,G2
openb-node-1272,96000,393216,8,G2
openb-node-1273,96000,393216,8,G2
openb-node-1274,96000,393216,8,G2
openb-node-1275,96000,393216,8,G2
openb-node-1276,96000,393216,8,G2
openb-node-1277,16000,122880,2,P100
openb-node-1278,96000,786432,8,V100M32
openb-node-1279,104000,524288,2,T4
openb-node-1280,16000,122880,2,P100
openb-node-1281,8000,61440,2,P100
openb-node-1282,8000,61440,2,P100
openb-node-1283,96000,393216,8,G2
openb-node-1284,96000,393216,8,G2
openb-node-1285,96000,393216,8,G2
openb-node-1286,96000,393216,8,G2
openb-node-1287,32000,131072,4,V100M16
openb-node-1288,32000,131072,4,V100M16
openb-node-1289,48000,376832,4,V100M32
openb-node-1290,104000,524288,2,T4
openb-node-1291,96000,393216,8,G2
openb-node-1292,96000,393216,8,G2
openb-node-1293,96000,393216,8,G2
openb-node-1294,96000,393216,8,G2
openb-node-1295,16000,122880,2,P100
openb-node-1296,96000,393216,8,G2
openb-node-1297,104000,524288,2,T4
openb-node-1298,96000,393216,8,G2
openb-node-1299,96000,393216,8,G2
openb-node-1300,96000,393216,8,G2
openb-node-1301,96000,393216,8,G2
openb-node-1302,96000,393216,8,G2
openb-node-1303,96000,393216,8,G2
openb-node-1304,96000,393216,8,G2
openb-node-1305,32000,131072,4,V100M16
openb-node-1306,96000,524288,0,
openb-node-1307,96000,524288,0,
openb-node-1308,96000,524288,0,
openb-node-1309,96000,524288,0,
openb-node-1310,104000,524288,2,T4
openb-node-1311,104000,524288,2,T4
openb-node-1312,104000,524288,2,T4
openb-node-1313,104000,524288,2,T4
openb-node-1314,104000,524288,2,T4
openb-node-1315,104000,524288,2,T4
openb-node-1316,104000,524288,2,T4
openb-node-1317,96000,393216,8,G2
openb-node-1318,96000,393216,8,G2
openb-node-1319,96000,393216,8,G2
openb-node-1320,96000,393216,8,G2
openb-node-1321,16000,122880,2,P100
openb-node-1322,104000,524288,2,T4
openb-node-1323,104000,524288,2,T4
openb-node-1324,96000,393216,8,G2
openb-node-1325,96000,393216,8,G2
openb-node-1326,96000,393216,8,G2
openb-node-1327,96000,393216,8,G2
openb-node-1328,128000,1048576,1,A10
openb-node-1329,128000,1048576,1,A10
openb-node-1330,96000,393216,8,G2
openb-node-1331,96000,393216,8,G2
openb-node-1332,96000,393216,8,G2
openb-node-1333,96000,393216,8,G2
openb-node-1334,104000,524288,0,
openb-node-1335,96000,393216,8,G2
openb-node-1336,96000,393216,8,G2
openb-node-1337,96000,393216,8,G2
openb-node-1338,96000,393216,8,G2
openb-node-1339,96000,393216,8,G2
openb-node-1340,96000,393216,4,T4
openb-node-1341,128000,786432,8,G3
openb-node-1342,128000,786432,8,G3
openb-node-1343,104000,524288,2,T4
openb-node-1344,96000,393216,8,G2
openb-node-1345,96000,393216,8,G2
openb-node-1346,16000,122880,2,P100
openb-node-1347,96000,786432,8,V100M32
openb-node-1348,16000,122880,2,P100
openb-node-1349,16000,122880,2,P100
openb-node-1350,16000,122880,2,P100
openb-node-1351,16000,122880,2,P100
openb-node-1352,16000,122880,2,P100
openb-node-1353,16000,122880,2,P100
openb-node-1354,16000,122880,2,P100
openb-node-1355,16000,122880,2,P100
openb-node-1356,16000,122880,2,P100
openb-node-1357,16000,122880,2,P100
openb-node-1358,16000,122880,2,P100
openb-node-1359,32000,131072,0,
openb-node-1360,16000,122880,2,P100
openb-node-1361,32000,131072,0,
openb-node-1362,96000,786432,0,
openb-node-1363,104000,524288,2,T4
openb-node-1364,16000,122880,2,P100
openb-node-1365,16000,122880,2,P100
openb-node-1366,96000,393216,8,G2
openb-node-1367,96000,393216,8,G2
openb-node-1368,96000,393216,8,G2
openb-node-1369,96000,393216,8,G2
openb-node-1370,104000,524288,0,
openb-node-1371,96000,393216,4,T4
openb-node-1372,96000,393216,8,G2
openb-node-1373,96000,393216,8,G2
openb-node-1374,96000,393216,8,G2
openb-node-1375,32000,65536,0,
openb-node-1376,32000,65536,0,
openb-node-1377,96000,393216,8,G2
openb-node-1378,104000,524288,2,T4
openb-node-1379,16000,122880,2,P100
openb-node-1380,96000,393216,8,G2
openb-node-1381,96000,786432,8,V100M32
openb-node-1382,16000,122880,2,P100
openb-node-1383,8000,32768,1,V100M16
openb-node-1384,64000,262144,8,V100M16
openb-node-1385,104000,524288,2,T4
openb-node-1386,96000,393216,8,G2
openb-node-1387,96000,393216,8,G2
openb-node-1388,96000,393216,8,G2
openb-node-1389,104000,524288,0,
openb-node-1390,96000,393216,8,G2
openb-node-1391,96000,393216,8,G2
openb-node-1392,104000,524288,2,T4
openb-node-1393,16000,122880,2,P100
openb-node-1394,16000,122880,2,P100
openb-node-1395,96000,524288,0,
openb-node-1396,32000,65536,0,
openb-node-1397,96000,393216,8,G2
openb-node-1398,96000,393216,8,G2
openb-node-1399,104000,524288,2,T4
openb-node-1400,104000,524288,2,T4
openb-node-1401,104000,524288,2,T4
openb-node-1402,104000,524288,2,T4
openb-node-1403,104000,524288,2,T4
openb-node-1404,104000,524288,2,T4
openb-node-1405,104000,524288,2,T4
openb-node-1406,104000,524288,2,T4
openb-node-1407,104000,524288,2,T4
openb-node-1408,104000,524288,2,T4
openb-node-1409,104000,524288,2,T4
openb-node-1410,96000,393216,8,G2
openb-node-1411,96000,393216,8,G2
openb-node-1412,96000,393216,8,G2
openb-node-1413,96000,393216,8,G2
openb-node-1414,96000,393216,8,G2
openb-node-1415,96000,393216,8,G2
openb-node-1416,96000,393216,8,G2
openb-node-1417,16000,122880,2,P100
openb-node-1418,16000,122880,2,P100
openb-node-1419,16000,122880,2,P100
openb-node-1420,96000,393216,8,G2
openb-node-1421,104000,524288,2,T4
openb-node-1422,104000,524288,2,T4
openb-node-1423,104000,524288,2,T4
openb-node-1424,104000,524288,2,T4
openb-node-1425,104000,524288,2,T4
openb-node-1426,104000,524288,2,T4
openb-node-1427,104000,524288,2,T4
openb-node-1428,104000,524288,2,T4
openb-node-1429,104000,524288,2,T4
openb-node-1430,104000,524288,2,T4
openb-node-1431,104000,524288,2,T4
openb-node-1432,104000,524288,2,T4
openb-node-1433,104000,524288,2,T4
openb-node-1434,104000,524288,2,T4
openb-node-1435,104000,524288,2,T4
openb-node-1436,104000,524288,0,
openb-node-1437,96000,393216,4,T4
openb-node-1438,128000,786432,8,G3
openb-node-1439,96000,393216,8,G2
openb-node-1440,96000,393216,8,G2
openb-node-1441,96000,393216,8,G2
openb-node-1442,96000,393216,8,G2
openb-node-1443,96000,393216,8,G2
openb-node-1444,32000,131072,4,V100M16
openb-node-1445,16000,122880,2,P100
openb-node-1446,96000,393216,8,G2
openb-node-1447,8000,32768,1,V100M16
openb-node-1448,8000,32768,1,V100M16
openb-node-1449,16000,122880,2,P100
openb-node-1450,16000,122880,2,P100
openb-node-1451,16000,122880,2,P100
openb-node-1452,16000,122880,2,P100
openb-node-1453,16000,122880,2,P100
openb-node-1454,96000,393216,8,G2
openb-node-1455,96000,393216,8,G2
openb-node-1456,96000,393216,8,G2
openb-node-1457,104000,524288,2,T4
openb-node-1458,104000,524288,2,T4
openb-node-1459,104000,524288,2,T4
openb-node-1460,104000,524288,2,T4
openb-node-1461,104000,524288,2,T4
openb-node-1462,104000,524288,2,T4
openb-node-1463,104000,524288,2,T4
openb-node-1464,104000,524288,2,T4
openb-node-1465,104000,524288,2,T4
openb-node-1466,104000,524288,2,T4
openb-node-1467,104000,524288,2,T4
openb-node-1468,104000,524288,2,T4
openb-node-1469,104000,524288,2,T4
openb-node-1470,104000,524288,2,T4
openb-node-1471,104000,524288,2,T4
openb-node-1472,104000,524288,2,T4
openb-node-1473,128000,786432,8,G3
openb-node-1474,96000,393216,8,G2
openb-node-1475,8000,32768,1,V100M16
openb-node-1476,96000,393216,8,G2
openb-node-1477,128000,786432,8,G3
openb-node-1478,96000,393216,8,G2
openb-node-1479,96000,524288,0,
openb-node-1480,96000,524288,0,
openb-node-1481,96000,524288,0,
openb-node-1482,104000,524288,2,T4
openb-node-1483,104000,524288,2,T4
openb-node-1484,104000,524288,2,T4
openb-node-1485,104000,524288,2,T4
openb-node-1486,104000,524288,2,T4
openb-node-1487,104000,524288,2,T4
openb-node-1488,104000,524288,2,T4
openb-node-1489,104000,524288,2,T4
openb-node-1490,104000,524288,2,T4
openb-node-1491,104000,524288,2,T4
openb-node-1492,104000,524288,2,T4
