sn,cpu_milli,memory_mib,gpu,model
openb-node-0729,104000,524288,2,T4
openb-node-0730,104000,524288,2,T4
openb-node-0731,104000,524288,2,T4
openb-node-0732,104000,524288,2,T4
openb-node-0733,104000,524288,2,T4
openb-node-0734,96000,393216,8,G2
openb-node-0735,96000,393216,8,G2
openb-node-0736,96000,393216,8,G2
openb-node-0737,96000,393216,8,G2
openb-node-0738,104000,524288,2,T4
openb-node-0739,104000,524288,2,T4
openb-node-0740,96000,393216,8,G2
openb-node-0741,96000,393216,8,G2
openb-node-0742,96000,393216,8,G2
openb-node-0743,96000,393216,8,G2
openb-node-0744,96000,393216,8,G2
openb-node-0745,96000,393216,8,G2
openb-node-0746,96000,393216,8,G2
openb-node-0747,96000,393216,8,G2
openb-node-0748,104000,524288,2,T4
openb-node-0749,104000,524288,2,T4
openb-node-0750,104000,524288,2,T4
openb-node-0751,104000,524288,2,T4
openb-node-0752,104000,524288,2,T4
openb-node-0753,104000,524288,2,T4
openb-node-0754,104000,524288,2,T4
openb-node-0755,104000,524288,2,T4
openb-node-0756,104000,524288,2,T4
openb-node-0757,104000,524288,2,T4
openb-node-0758,104000,524288,2,T4
openb-node-0759,104000,524288,2,T4
openb-node-0760,104000,524288,2,T4
openb-node-0761,104000,524288,2,T4
openb-node-0762,96000,393216,8,G2
openb-node-0763,96000,393216,8,G2
openb-node-0764,96000,393216,8,G2
openb-node-0765,96000,393216,8,G2
openb-node-0766,96000,393216,8,G2
openb-node-0767,8000,32768,1,V100M16
openb-node-0768,104000,524288,2,T4
openb-node-0769,104000,524288,2,T4
openb-node-0770,96000,393216,8,G2
openb-node-0771,96000,393216,8,G2
openb-node-0772,96000,393216,8,G2
openb-node-0773,96000,393216,8,G2
openb-node-0774,104000,524288,2,T4
openb-node-0775,104000,524288,2,T4
openb-node-0776,104000,524288,2,T4
openb-node-0777,104000,524288,2,T4
openb-node-0778,104000,524288,2,T4
openb-node-0779,104000,524288,2,T4
openb-node-0780,104000,524288,2,T4
openb-node-0781,104000,524288,2,T4
openb-node-0782,96000,393216,8,G2
openb-node-0783,96000,393216,8,G2
openb-node-0784,96000,393216,8,G2
openb-node-0785,48000,376832,4,V100M32
openb-node-0786,48000,376832,4,V100M32
openb-node-0787,104000,524288,2,T4
openb-node-0788,104000,524288,2,T4
openb-node-0789,96000,393216,8,G2
openb-node-0790,96000,393216,8,G2
openb-node-0791,96000,393216,8,G2
openb-node-0792,96000,393216,8,G2
openb-node-0793,96000,393216,8,G2
openb-node-0794,96000,393216,8,G2
openb-node-0795,96000,393216,8,G2
openb-node-0796,96000,393216,8,G2
openb-node-0797,96000,393216,8,G2
openb-node-0798,104000,524288,2,T4
openb-node-0799,96000,393216,4,T4
openb-node-0800,104000,524288,2,T4
openb-node-0801,96000,393216,8,G2
openb-node-0802,96000,393216,8,G2
openb-node-0803,96000,393216,8,G2
openb-node-0804,96000,393216,8,G2
openb-node-0805,96000,393216,8,G2
openb-node-0806,96000,393216,8,G2
openb-node-0807,96000,393216,8,G2
openb-node-0808,96000,393216,8,G2
openb-node-0809,96000,393216,8,G2
openb-node-0810,96000,393216,8,G2
openb-node-0811,96000,393216,8,G2
openb-node-0812,96000,393216,8,G2
openb-node-0813,96000,393216,8,G2
openb-node-0814,96000,786432,8,V100M32
openb-node-0815,96000,393216,8,G2
openb-node-0816,96000,393216,8,G2
openb-node-0817,96000,393216,8,G2
openb-node-0818,96000,393216,8,G2
openb-node-0819,96000,393216,8,G2
openb-node-0820,96000,393216,8,G2
openb-node-0821,96000,393216,8,G2
openb-node-0822,96000,393216,8,G2
openb-node-0823,96000,393216,8,G2
openb-node-0824,32000,131072,4,V100M16
openb-node-0825,96000,786432,8,V100M32
openb-node-0826,96000,393216,8,G2
openb-node-0827,96000,393216,8,G2
openb-node-0828,96000,393216,8,G2
openb-node-0829,96000,393216,8,G2
openb-node-0830,96000,393216,8,G2
openb-node-0831,96000,393216,8,G2
openb-node-0832,96000,393216,8,G2
openb-node-0833,96000,393216,8,G2
openb-node-0834,96000,393216,8,G2
openb-node-0835,128000,786432,8,G3
openb-node-0836,16000,122880,2,P100
openb-node-0837,96000,393216,8,G2
openb-node-0838,96000,393216,8,G2
openb-node-0839,96000,393216,8,G2
openb-node-0840,96000,393216,8,G2
openb-node-0841,96000,393216,8,G2
openb-node-0842,104000,524288,2,T4
openb-node-0843,96000,393216,4,T4
openb-node-0844,96000,393216,8,G2
openb-node-0845,64000,262144,8,V100M16
openb-node-0846,104000,524288,2,T4
openb-node-0847,96000,393216,8,G2
openb-node-0848,96000,393216,8,G2
openb-node-0849,96000,393216,8,G2
openb-node-0850,96000,393216,8,G2
openb-node-0851,32000,131072,4,V100M16
openb-node-0852,48000,376832,4,V100M32
openb-node-0853,96000,393216,8,G2
openb-node-0854,96000,393216,8,G2
openb-node-0855,96000,393216,8,G2
openb-node-0856,96000,393216,8,G2
openb-node-0857,96000,393216,8,G2
openb-node-0858,96000,393216,8,G2
openb-node-0859,128000,786432,8,G3
openb-node-0860,96000,393216,8,G2
openb-node-0861,96000,393216,8,G2
openb-node-0862,8000,32768,1,V100M16
openb-node-0863,96000,393216,8,G2
openb-node-0864,96000,393216,8,G2
openb-node-0865,96000,393216,8,G2
openb-node-0866,16000,122880,2,P100
openb-node-0867,96000,786432,8,V100M32
openb-node-0868,16000,122880,2,P100
openb-node-0869,16000,122880,2,P100
openb-node-0870,16000,122880,2,P100
openb-node-0871,104000,524288,2,T4
openb-node-0872,104000,524288,2,T4
openb-node-0873,104000,524288,2,T4
openb-node-0874,104000,524288,2,T4
openb-node-0875,104000,524288,2,T4
openb-node-0876,104000,524288,2,T4
openb-node-0877,104000,524288,2,T4
openb-node-0878,104000,524288,2,T4
openb-node-0879,104000,524288,2,T4
openb-node-0880,104000,524288,2,T4
openb-node-0881,104000,524288,2,T4
openb-node-0882,104000,524288,2,T4
openb-node-0883,104000,524288,2,T4
openb-node-0884,104000,524288,2,T4
openb-node-0885,96000,393216,8,G2
openb-node-0886,96000,393216,8,G2
openb-node-0887,104000,524288,2,T4
openb-node-0888,104000,524288,2,T4
openb-node-0889,96000,786432,8,V100M32
openb-node-0890,96000,393216,8,G2
openb-node-0891,32000,131072,4,V100M16
openb-node-0892,96000,393216,8,G2
openb-node-0893,96000,393216,8,G2
openb-node-0894,96000,393216,8,G2
openb-node-0895,96000,393216,8,G2
openb-node-0896,8000,32768,1,V100M16
openb-node-0897,8000,32768,1,V100M16
openb-node-0898,16000,122880,2,P100
openb-node-0899,96000,393216,8,G2
openb-node-0900,96000,393216,8,G2
openb-node-0901,96000,393216,8,G2
openb-node-0902,96000,393216,8,G2
openb-node-0903,96000,393216,8,G2
openb-node-0904,96000,393216,8,G2
openb-node-0905,48000,376832,4,V100M32
openb-node-0906,104000,524288,2,T4
openb-node-0907,104000,524288,2,T4
openb-node-0908,96000,393216,8,G2
openb-node-0909,96000,393216,4,T4
openb-node-0910,96000,393216,8,G2
openb-node-0911,96000,393216,8,G2
openb-node-0912,96000,393216,8,G2
openb-node-0913,96000,393216,8,G2
openb-node-0914,16000,122880,2,P100
openb-node-0915,96000,786432,8,V100M32
openb-node-0916,96000,393216,8,G2
openb-node-0917,96000,393216,8,G2
openb-node-0918,96000,393216,8,G2
openb-node-0919,104000,524288,2,T4
openb-node-0920,104000,524288,2,T4
openb-node-0921,32000,131072,4,V100M16
openb-node-0922,128000,786432,8,G3
openb-node-0923,96000,393216,8,G2
openb-node-0924,96000,393216,8,G2
openb-node-0925,96000,393216,8,G2
openb-node-0926,96000,393216,8,G2
openb-node-0927,96000,393216,8,G2
openb-node-0928,104000,524288,2,T4
openb-node-0929,104000,524288,2,T4
openb-node-0930,96000,393216,8,G2
openb-node-0931,16000,122880,2,P100
openb-node-0932,16000,122880,2,P100
openb-node-0933,96000,393216,8,G2
openb-node-0934,96000,786432,8,V100M32
openb-node-0935,96000,393216,8,G2
openb-node-0936,96000,393216,8,G2
openb-node-0937,48000,376832,4,V100M32
openb-node-0938,32000,131072,4,V100M16
openb-node-0939,96000,393216,8,G2
openb-node-0940,96000,393216,8,G2
openb-node-0941,96000,393216,8,G2
openb-node-0942,16000,122880,2,P100
openb-node-0943,104000,524288,2,T4
openb-node-0944,104000,524288,2,T4
openb-node-0945,104000,524288,2,T4
openb-node-0946,104000,524288,2,T4
openb-node-0947,104000,524288,2,T4
openb-node-0948,104000,524288,2,T4
openb-node-0949,104000,524288,2,T4
openb-node-0950,104000,524288,2,T4
openb-node-0951,104000,524288,2,T4
openb-node-0952,104000,524288,2,T4
openb-node-0953,104000,524288,2,T4
openb-node-0954,104000,524288,2,T4
openb-node-0955,96000,393216,8,G2
openb-node-0956,96000,393216,8,G2
openb-node-0957,96000,393216,8,G2
openb-node-0958,96000,393216,8,G2
openb-node-0959,96000,393216,8,G2
openb-node-0960,96000,393216,8,G2
openb-node-0961,96000,393216,8,G2
openb-node-0962,96000,393216,8,G2
openb-node-0963,104000,524288,2,T4
openb-node-0964,16000,122880,2,P100
openb-node-0965,96000,393216,8,G2
openb-node-0966,16000,122880,2,P100
openb-node-0967,16000,122880,2,P100
openb-node-0968,16000,122880,2,P100
openb-node-0969,128000,786432,8,G3
openb-node-0970,96000,393216,8,G2
openb-node-0971,96000,393216,8,G2
openb-node-0972,96000,393216,8,G2
openb-node-0973,96000,393216,8,G2
openb-node-0974,96000,393216,8,G2
openb-node-0975,96000,393216,8,G2
openb-node-0976,128000,786432,8,G3
openb-node-0977,128000,786432,8,G3
openb-node-0978,16000,122880,2,P100
openb-node-0979,96000,393216,8,G2
openb-node-0980,96000,393216,8,G2
openb-node-0981,96000,393216,8,G2
openb-node-0982,96000,393216,8,G2
openb-node-0983,96000,393216,8,G2
openb-node-0984,96000,393216,8,G2
openb-node-0985,16000,122880,2,P100
openb-node-0986,96000,786432,8,V100M32
openb-node-0987,104000,524288,2,T4
openb-node-0988,16000,122880,2,P100
openb-node-0989,8000,61440,2,P100
openb-node-0990,8000,61440,2,P100
openb-node-0991,96000,393216,8,G2
openb-node-0992,96000,393216,8,G2
openb-node-0993,96000,393216,8,G2
openb-node-0994,96000,393216,8,G2
openb-node-0995,32000,131072,4,V100M16
openb-node-0996,32000,131072,4,V100M16
openb-node-0997,48000,376832,4,V100M32
openb-node-0998,104000,524288,2,T4
openb-node-0999,96000,393216,8,G2
openb-node-1000,96000,393216,8,G2
openb-node-1001,96000,393216,8,G2
openb-node-1002,96000,393216,8,G2
openb-node-1003,16000,122880,2,P100
openb-node-1004,96000,393216,8,G2
openb-node-1005,104000,524288,2,T4
openb-node-1006,96000,393216,8,G2
openb-node-1007,96000,393216,8,G2
openb-node-1008,96000,393216,8,G2
openb-node-1009,96000,393216,8,G2
openb-node-1010,96000,393216,8,G2
openb-node-1011,96000,393216,8,G2
openb-node-1012,96000,393216,8,G2
openb-node-1013,32000,131072,4,V100M16
openb-node-1014,104000,524288,2,T4
openb-node-1015,104000,524288,2,T4
openb-node-1016,104000,524288,2,T4
openb-node-1017,104000,524288,2,T4
openb-node-1018,104000,524288,2,T4
openb-node-1019,104000,524288,2,T4
openb-node-1020,104000,524288,2,T4
openb-node-1021,96000,393216,8,G2
openb-node-1022,96000,393216,8,G2
openb-node-1023,96000,393216,8,G2
openb-node-1024,96000,393216,8,G2
openb-node-1025,16000,122880,2,P100
openb-node-1026,104000,524288,2,T4
openb-node-1027,104000,524288,2,T4
openb-node-1028,96000,393216,8,G2
openb-node-1029,96000,393216,8,G2
openb-node-1030,96000,393216,8,G2
openb-node-1031,96000,393216,8,G2
openb-node-1032,128000,1048576,1,A10
openb-node-1033,128000,1048576,1,A10
openb-node-1034,96000,393216,8,G2
openb-node-1035,96000,393216,8,G2
openb-node-1036,96000,393216,8,G2
openb-node-1037,96000,393216,8,G2
openb-node-1038,96000,393216,8,G2
openb-node-1039,96000,393216,8,G2
openb-node-1040,96000,393216,8,G2
openb-node-1041,96000,393216,8,G2
openb-node-1042,96000,393216,8,G2
openb-node-1043,96000,393216,4,T4
openb-node-1044,128000,786432,8,G3
openb-node-1045,128000,786432,8,G3
openb-node-1046,104000,524288,2,T4
openb-node-1047,96000,393216,8,G2
openb-node-1048,96000,393216,8,G2
openb-node-1049,16000,122880,2,P100
openb-node-1050,96000,786432,8,V100M32
openb-node-1051,16000,122880,2,P100
openb-node-1052,16000,122880,2,P100
openb-node-1053,16000,122880,2,P100
openb-node-1054,16000,122880,2,P100
openb-node-1055,16000,122880,2,P100
openb-node-1056,16000,122880,2,P100
openb-node-1057,16000,122880,2,P100
openb-node-1058,16000,122880,2,P100
openb-node-1059,16000,122880,2,P100
openb-node-1060,16000,122880,2,P100
openb-node-1061,16000,122880,2,P100
openb-node-1062,16000,122880,2,P100
openb-node-1063,104000,524288,2,T4
openb-node-1064,16000,122880,2,P100
openb-node-1065,16000,122880,2,P100
openb-node-1066,96000,393216,8,G2
openb-node-1067,96000,393216,8,G2
openb-node-1068,96000,393216,8,G2
openb-node-1069,96000,393216,8,G2
openb-node-1070,96000,393216,4,T4
openb-node-1071,96000,393216,8,G2
openb-node-1072,96000,393216,8,G2
openb-node-1073,96000,393216,8,G2
openb-node-1074,96000,393216,8,G2
openb-node-1075,104000,524288,2,T4
openb-node-1076,16000,122880,2,P100
openb-node-1077,96000,393216,8,G2
openb-node-1078,96000,786432,8,V100M32
openb-node-1079,16000,122880,2,P100
openb-node-1080,8000,32768,1,V100M16
openb-node-1081,64000,262144,8,V100M16
openb-node-1082,104000,524288,2,T4
openb-node-1083,96000,393216,8,G2
openb-node-1084,96000,393216,8,G2
openb-node-1085,96000,393216,8,G2
openb-node-1086,96000,393216,8,G2
openb-node-1087,96000,393216,8,G2
openb-node-1088,104000,524288,2,T4
openb-node-1089,16000,122880,2,P100
openb-node-1090,16000,122880,2,P100
openb-node-1091,96000,393216,8,G2
openb-node-1092,96000,393216,8,G2
openb-node-1093,104000,524288,2,T4
openb-node-1094,104000,524288,2,T4
openb-node-1095,104000,524288,2,T4
openb-node-1096,104000,524288,2,T4
openb-node-1097,104000,524288,2,T4
openb-node-1098,104000,524288,2,T4
openb-node-1099,104000,524288,2,T4
openb-node-1100,104000,524288,2,T4
openb-node-1101,104000,524288,2,T4
openb-node-1102,104000,524288,2,T4
openb-node-1103,104000,524288,2,T4
openb-node-1104,96000,393216,8,G2
openb-node-1105,96000,393216,8,G2
openb-node-1106,96000,393216,8,G2
openb-node-1107,96000,393216,8,G2
openb-node-1108,96000,393216,8,G2
openb-node-1109,96000,393216,8,G2
openb-node-1110,96000,393216,8,G2
openb-node-1111,16000,122880,2,P100
openb-node-1112,16000,122880,2,P100
openb-node-1113,16000,122880,2,P100
openb-node-1114,96000,393216,8,G2
openb-node-1115,104000,524288,2,T4
openb-node-1116,104000,524288,2,T4
openb-node-1117,104000,524288,2,T4
openb-node-1118,104000,524288,2,T4
openb-node-1119,104000,524288,2,T4
openb-node-1120,104000,524288,2,T4
openb-node-1121,104000,524288,2,T4
openb-node-1122,104000,524288,2,T4
openb-node-1123,104000,524288,2,T4
openb-node-1124,104000,524288,2,T4
openb-node-1125,104000,524288,2,T4
openb-node-1126,104000,524288,2,T4
openb-node-1127,104000,524288,2,T4
openb-node-1128,104000,524288,2,T4
openb-node-1129,104000,524288,2,T4
openb-node-1130,96000,393216,4,T4
openb-node-1131,128000,786432,8,G3
openb-node-1132,96000,393216,8,G2
openb-node-1133,96000,393216,8,G2
openb-node-1134,96000,393216,8,G2
openb-node-1135,96000,393216,8,G2
openb-node-1136,96000,393216,8,G2
openb-node-1137,32000,131072,4,V100M16
openb-node-1138,16000,122880,2,P100
openb-node-1139,96000,393216,8,G2
openb-node-1140,8000,32768,1,V100M16
openb-node-1141,8000,32768,1,V100M16
openb-node-1142,16000,122880,2,P100
openb-node-1143,16000,122880,2,P100
openb-node-1144,16000,122880,2,P100
openb-node-1145,16000,122880,2,P100
openb-node-1146,16000,122880,2,P100
openb-node-1147,96000,393216,8,G2
openb-node-1148,96000,393216,8,G2
openb-node-1149,96000,393216,8,G2
openb-node-1150,104000,524288,2,T4
openb-node-1151,104000,524288,2,T4
openb-node-1152,104000,524288,2,T4
openb-node-1153,104000,524288,2,T4
openb-node-1154,104000,524288,2,T4
openb-node-1155,104000,524288,2,T4
openb-node-1156,104000,524288,2,T4
openb-node-1157,104000,524288,2,T4
openb-node-1158,104000,524288,2,T4
openb-node-1159,104000,524288,2,T4
openb-node-1160,104000,524288,2,T4
openb-node-1161,104000,524288,2,T4
openb-node-1162,104000,524288,2,T4
openb-node-1163,104000,524288,2,T4
openb-node-1164,104000,524288,2,T4
openb-node-1165,104000,524288,2,T4
openb-node-1166,128000,786432,8,G3
openb-node-1167,96000,393216,8,G2
openb-node-1168,8000,32768,1,V100M16
openb-node-1169,96000,393216,8,G2
openb-node-1170,128000,786432,8,G3
openb-node-1171,96000,393216,8,G2
openb-node-1172,104000,524288,2,T4
openb-node-1173,104000,524288,2,T4
openb-node-1174,104000,524288,2,T4
openb-node-1175,104000,524288,2,T4
openb-node-1176,104000,524288,2,T4
openb-node-1177,104000,524288,2,T4
openb-node-1178,104000,524288,2,T4
openb-node-1179,104000,524288,2,T4
openb-node-1180,104000,524288,2,T4
openb-node-1181,104000,524288,2,T4
openb-node-1182,104000,524288,2,T4
openb-node-1183,104000,524288,2,T4
openb-node-1184,104000,524288,2,T4
openb-node-1185,104000,524288,2,T4
openb-node-1186,96000,393216,8,G2
openb-node-1187,96000,393216,8,G2
openb-node-1188,96000,393216,8,G2
openb-node-1189,96000,393216,8,G2
openb-node-1190,96000,393216,4,T4
openb-node-1191,104000,524288,2,T4
openb-node-1192,104000,524288,2,T4
openb-node-1193,104000,524288,2,T4
openb-node-1194,104000,524288,2,T4
openb-node-1195,104000,524288,2,T4
openb-node-1196,104000,524288,2,T4
openb-node-1197,104000,524288,2,T4
openb-node-1198,104000,524288,2,T4
openb-node-1199,104000,524288,2,T4
openb-node-1200,104000,524288,2,T4
openb-node-1201,104000,524288,2,T4
openb-node-1202,96000,393216,8,G2
openb-node-1203,96000,393216,8,G2
openb-node-1204,96000,393216,8,G2
openb-node-1205,96000,393216,8,G2
openb-node-1206,96000,393216,8,G2
openb-node-1207,104000,524288,2,T4
openb-node-1208,104000,524288,2,T4
openb-node-1209,104000,524288,2,T4
openb-node-1210,104000,524288,2,T4
openb-node-1211,96000,393216,8,G2
openb-node-1212,96000,393216,8,G2
