name,cpu_milli,memory_mib,num_gpu,gpu_milli
openb-pod-1867,3152,5600,1,810
openb-pod-1868,3152,5600,1,1000
openb-pod-1869,15400,51200,0,0
openb-pod-1870,3152,5600,1,1000
openb-pod-1871,3152,5600,1,810
openb-pod-1872,3152,5600,1,810
openb-pod-1873,8000,30517,1,320
openb-pod-1874,3152,5600,1,810
openb-pod-1875,3152,5600,1,810
openb-pod-1876,8000,16384,1,1000
openb-pod-1877,4152,10600,1,370
openb-pod-1878,16000,65536,1,1000
openb-pod-1879,8000,30517,0,0
openb-pod-1880,16500,51200,0,0
openb-pod-1881,11400,48128,1,1000
openb-pod-1882,3152,5600,1,1000
openb-pod-1883,4152,10600,1,550
openb-pod-1884,15400,51200,0,0
openb-pod-1885,15700,58368,1,1000
openb-pod-1886,3152,5600,1,1000
openb-pod-1887,11400,48128,1,1000
openb-pod-1888,12000,15360,1,1000
openb-pod-1889,15700,58368,1,1000
openb-pod-1890,15700,58368,1,1000
openb-pod-1891,32000,49152,0,0
openb-pod-1892,12000,24576,1,1000
openb-pod-1893,11400,48128,1,1000
openb-pod-1894,12500,57344,0,0
openb-pod-1895,12500,57344,0,0
openb-pod-1896,32000,49152,0,0
openb-pod-1897,32000,49152,0,0
openb-pod-1898,11400,48128,1,1000
openb-pod-1899,12500,57344,0,0
openb-pod-1900,11400,48128,1,1000
openb-pod-1901,11400,48128,1,1000
openb-pod-1902,32000,49152,0,0
openb-pod-1903,3152,5600,1,810
openb-pod-1904,3152,5600,1,810
openb-pod-1905,3152,5600,1,810
openb-pod-1906,11400,48128,1,1000
openb-pod-1907,11400,48128,1,1000
openb-pod-1908,3152,5600,1,810
openb-pod-1909,18708,64512,1,1000
openb-pod-1910,18708,64512,1,1000
openb-pod-1911,4152,10600,1,550
openb-pod-1912,4152,10600,1,550
openb-pod-1913,15700,58368,1,1000
openb-pod-1914,8200,33792,1,1000
openb-pod-1915,3152,5600,1,1000
openb-pod-1916,12000,24576,1,1000
openb-pod-1917,11400,57344,0,0
openb-pod-1918,12000,15360,1,1000
openb-pod-1919,3152,5600,1,1000
openb-pod-1920,4000,15258,1,320
openb-pod-1921,11300,37888,1,1000
openb-pod-1922,11400,48128,1,1000
openb-pod-1923,8000,16384,1,1000
openb-pod-1924,3152,5600,1,810
openb-pod-1925,3152,5600,1,590
openb-pod-1926,3152,5600,1,1000
openb-pod-1927,3152,5600,1,810
openb-pod-1928,4000,15258,1,160
openb-pod-1929,4000,15258,1,160
openb-pod-1930,4000,15258,1,160
openb-pod-1931,8000,30517,1,470
openb-pod-1932,11400,57344,0,0
openb-pod-1933,11400,57344,0,0
openb-pod-1934,11400,57344,0,0
openb-pod-1935,8000,16384,1,1000
openb-pod-1936,18708,64512,1,1000
openb-pod-1937,11400,57344,0,0
openb-pod-1938,11400,57344,0,0
openb-pod-1939,18708,64512,1,1000
openb-pod-1940,11400,57344,0,0
openb-pod-1941,4152,10600,1,550
openb-pod-1942,3152,5600,1,1000
openb-pod-1943,3152,5600,1,1000
openb-pod-1944,11400,57344,0,0
openb-pod-1945,4152,10600,1,550
openb-pod-1946,11400,48128,1,1000
openb-pod-1947,11400,48128,1,1000
openb-pod-1948,16000,32768,1,1000
openb-pod-1949,4152,10600,1,810
openb-pod-1950,11400,48128,1,1000
openb-pod-1951,4000,31250,1,1000
openb-pod-1952,16000,32768,1,1000
openb-pod-1953,11908,47104,1,470
openb-pod-1954,11300,37888,1,1000
openb-pod-1955,11908,47104,1,1000
openb-pod-1956,12500,57344,0,0
openb-pod-1957,11908,47104,1,1000
openb-pod-1958,12000,15360,1,1000
openb-pod-1959,12000,15360,1,1000
openb-pod-1960,12500,57344,0,0
openb-pod-1961,12500,57344,0,0
openb-pod-1962,18708,64512,1,1000
openb-pod-1963,12500,57344,0,0
openb-pod-1964,3152,5600,1,1000
openb-pod-1965,8000,30517,1,470
openb-pod-1966,8000,15625,0,0
openb-pod-1967,4000,24576,1,1000
openb-pod-1968,12000,24576,1,1000
openb-pod-1969,16500,51200,0,0
openb-pod-1970,16500,51200,0,0
openb-pod-1971,9810,41560,1,1000
openb-pod-1972,9810,41560,1,1000
openb-pod-1973,9810,41560,1,1000
openb-pod-1974,4152,10600,1,550
openb-pod-1975,8000,30517,1,470
openb-pod-1976,15400,51200,0,0
openb-pod-1977,16000,65536,1,1000
openb-pod-1978,4152,10600,1,370
openb-pod-1979,8000,30517,1,470
openb-pod-1980,11400,48128,1,1000
openb-pod-1981,4152,10600,1,550
openb-pod-1982,4000,24576,1,1000
openb-pod-1983,8000,30517,1,470
openb-pod-1984,15700,58368,1,1000
openb-pod-1985,15700,58368,1,1000
openb-pod-1986,4152,10600,1,550
openb-pod-1987,12000,24576,1,1000
openb-pod-1988,12500,57344,0,0
openb-pod-1989,12500,57344,0,0
openb-pod-1990,12500,57344,0,0
openb-pod-1991,12500,57344,0,0
openb-pod-1992,12500,57344,0,0
openb-pod-1993,12000,16000,1,1000
openb-pod-1994,8000,30517,1,470
openb-pod-1995,12000,16384,1,1000
openb-pod-1996,4152,10600,1,370
openb-pod-1997,3152,5600,1,1000
openb-pod-1998,15400,51200,0,0
openb-pod-1999,4000,30517,1,320
openb-pod-2000,4152,10600,1,550
openb-pod-2001,15400,51200,0,0
openb-pod-2002,3152,5600,1,1000
openb-pod-2003,3152,5600,1,1000
openb-pod-2004,6000,6144,1,460
openb-pod-2005,11908,47104,1,650
openb-pod-2006,3152,5600,1,1000
openb-pod-2007,32000,49152,0,0
openb-pod-2008,3152,5600,1,1000
openb-pod-2009,11400,48128,1,1000
openb-pod-2010,11908,47104,1,470
openb-pod-2011,18708,64512,1,1000
openb-pod-2012,16000,31250,0,0
openb-pod-2013,12000,24576,1,1000
openb-pod-2014,11908,47104,1,470
openb-pod-2015,4152,10600,1,550
openb-pod-2016,4152,10600,1,550
openb-pod-2017,12500,57344,0,0
openb-pod-2018,8200,33792,1,1000
openb-pod-2019,11400,48128,1,1000
openb-pod-2020,11400,48128,1,1000
openb-pod-2021,3152,5600,1,1000
openb-pod-2022,4152,10600,1,370
openb-pod-2023,16500,51200,0,0
openb-pod-2024,8000,30517,1,470
openb-pod-2025,11908,47104,1,1000
openb-pod-2026,16500,51200,0,0
openb-pod-2027,11400,48128,1,1000
openb-pod-2028,18708,64512,1,1000
openb-pod-2029,6000,18432,1,460
openb-pod-2030,3152,5600,1,1000
openb-pod-2031,15400,51200,0,0
openb-pod-2032,15400,51200,0,0
openb-pod-2033,3152,5600,1,1000
openb-pod-2034,3152,5600,1,1000
openb-pod-2035,4000,15258,1,230
openb-pod-2036,4152,10600,1,370
openb-pod-2037,4152,10600,1,370
openb-pod-2038,8000,30517,1,470
openb-pod-2039,3152,5600,1,1000
openb-pod-2040,4152,10600,1,370
openb-pod-2041,11400,48128,1,1000
openb-pod-2042,11400,48128,1,1000
openb-pod-2043,8200,33792,1,1000
openb-pod-2044,8000,16384,1,1000
openb-pod-2045,4152,10600,1,370
openb-pod-2046,15700,58368,1,1000
openb-pod-2047,8200,33792,1,1000
openb-pod-2048,8000,30517,0,0
openb-pod-2049,8000,30517,0,0
openb-pod-2050,8000,16384,1,1000
openb-pod-2051,64200,263168,8,1000
openb-pod-2052,3152,5600,1,1000
openb-pod-2053,8000,30517,1,320
openb-pod-2054,11400,48128,1,1000
openb-pod-2055,11400,48128,1,1000
openb-pod-2056,12000,16384,1,1000
openb-pod-2057,4152,10600,1,370
openb-pod-2058,8000,30517,0,0
openb-pod-2059,3152,5600,1,1000
openb-pod-2060,6000,22888,1,110
openb-pod-2061,11400,48128,1,1000
openb-pod-2062,11400,48128,1,1000
openb-pod-2063,32000,49152,0,0
openb-pod-2064,32000,49152,0,0
openb-pod-2065,32000,49152,0,0
openb-pod-2066,32000,49152,0,0
openb-pod-2067,11400,48128,1,1000
openb-pod-2068,4000,15258,1,650
openb-pod-2069,8000,30517,1,650
openb-pod-2070,12000,24576,1,1000
openb-pod-2071,8000,30517,1,320
openb-pod-2072,11400,48128,1,1000
openb-pod-2073,11400,48128,1,1000
openb-pod-2074,8200,33792,1,1000
openb-pod-2075,11400,48128,1,1000
openb-pod-2076,4000,22888,1,110
openb-pod-2077,4000,22888,1,320
openb-pod-2078,4000,15258,1,160
openb-pod-2079,3152,5600,1,1000
openb-pod-2080,64200,263168,8,1000
openb-pod-2081,11400,48128,1,1000
openb-pod-2082,12000,16384,1,1000
openb-pod-2083,6000,12288,1,460
openb-pod-2084,11400,48128,1,1000
openb-pod-2085,16000,32768,1,1000
openb-pod-2086,16000,32768,1,1000
openb-pod-2087,8000,30517,0,0
openb-pod-2088,8000,30517,0,0
openb-pod-2089,8000,30517,0,0
openb-pod-2090,8000,30517,0,0
openb-pod-2091,3152,5600,1,1000
openb-pod-2092,12000,32768,1,1000
openb-pod-2093,4000,24576,1,1000
openb-pod-2094,4000,24576,1,1000
openb-pod-2095,3152,5600,1,1000
openb-pod-2096,15400,51200,0,0
openb-pod-2097,4000,30517,1,230
openb-pod-2098,4000,30517,1,230
openb-pod-2099,8000,30517,0,0
openb-pod-2100,11908,47104,1,470
openb-pod-2101,11908,47104,1,470
openb-pod-2102,8000,30517,0,0
openb-pod-2103,8000,30517,0,0
openb-pod-2104,11908,47104,1,470
openb-pod-2105,4000,30517,1,230
openb-pod-2106,32000,49152,0,0
openb-pod-2107,32000,49152,0,0
openb-pod-2108,4000,30517,1,230
openb-pod-2109,8000,30517,0,0
openb-pod-2110,11400,48128,1,1000
openb-pod-2111,12000,15360,1,1000
openb-pod-2112,64200,263168,8,1000
openb-pod-2113,12500,57344,0,0
openb-pod-2114,12500,57344,0,0
openb-pod-2115,11400,48128,1,1000
openb-pod-2116,4000,30517,1,230
openb-pod-2117,12500,57344,0,0
openb-pod-2118,11400,48128,1,1000
openb-pod-2119,7000,30000,1,1000
openb-pod-2120,12500,57344,0,0
openb-pod-2121,12500,57344,0,0
openb-pod-2122,8000,30517,1,470
openb-pod-2123,4000,30517,1,230
openb-pod-2124,12500,57344,0,0
openb-pod-2125,12500,57344,0,0
openb-pod-2126,6000,6144,1,460
openb-pod-2127,6000,6144,1,460
openb-pod-2128,11400,48128,1,1000
openb-pod-2129,4152,10600,1,550
openb-pod-2130,4000,30517,1,230
openb-pod-2131,4000,22888,1,220
openb-pod-2132,4000,30517,1,220
openb-pod-2133,11400,48128,1,1000
openb-pod-2134,4152,10600,1,550
openb-pod-2135,4152,10600,1,550
openb-pod-2136,11908,47104,1,1000
openb-pod-2137,9810,41560,1,1000
openb-pod-2138,12500,57344,0,0
openb-pod-2139,4000,30517,1,230
openb-pod-2140,4152,10600,1,370
openb-pod-2141,4000,30517,1,230
openb-pod-2142,4000,30517,1,230
openb-pod-2143,4000,30517,1,230
openb-pod-2144,8000,30517,1,220
openb-pod-2145,15400,51200,0,0
openb-pod-2146,16000,32768,1,1000
openb-pod-2147,15400,51200,0,0
openb-pod-2148,12500,57344,0,0
openb-pod-2149,6000,12288,1,460
openb-pod-2150,88000,327680,8,1000
openb-pod-2151,11400,48128,1,1000
openb-pod-2152,11908,47104,1,1000
openb-pod-2153,4152,10600,1,550
openb-pod-2154,11400,48128,1,1000
openb-pod-2155,3152,5600,1,1000
openb-pod-2156,4000,22888,1,320
openb-pod-2157,4152,10600,1,370
openb-pod-2158,1000,6144,1,1000
openb-pod-2159,4152,10600,1,370
openb-pod-2160,4152,10600,1,550
openb-pod-2161,4152,10600,1,550
openb-pod-2162,8000,16000,1,460
openb-pod-2163,4152,10600,1,550
openb-pod-2164,4000,30517,1,230
openb-pod-2165,12500,57344,0,0
openb-pod-2166,12500,57344,0,0
openb-pod-2167,12500,57344,0,0
openb-pod-2168,12500,57344,0,0
openb-pod-2169,12500,57344,0,0
openb-pod-2170,18708,64512,1,1000
openb-pod-2171,4000,15258,1,320
openb-pod-2172,12500,57344,0,0
openb-pod-2173,8000,16384,1,1000
openb-pod-2174,4152,10600,1,370
openb-pod-2175,18708,64512,1,1000
openb-pod-2176,12500,57344,0,0
openb-pod-2177,3152,5600,1,1000
openb-pod-2178,12500,57344,0,0
openb-pod-2179,16000,32768,1,1000
openb-pod-2180,3152,5600,1,1000
openb-pod-2181,12500,57344,0,0
openb-pod-2182,32200,132096,4,1000
openb-pod-2183,3152,5600,1,1000
openb-pod-2184,3152,5600,1,1000
openb-pod-2185,9810,41560,1,1000
openb-pod-2186,12500,57344,0,0
openb-pod-2187,6000,6144,1,460
openb-pod-2188,12500,57344,0,0
openb-pod-2189,4152,10600,1,370
openb-pod-2190,4000,30517,1,230
openb-pod-2191,4000,15258,1,320
openb-pod-2192,12500,57344,0,0
openb-pod-2193,4000,15258,1,320
openb-pod-2194,8000,16384,1,1000
openb-pod-2195,8000,30517,0,0
openb-pod-2196,32000,49152,0,0
openb-pod-2197,32000,49152,0,0
openb-pod-2198,32000,49152,0,0
openb-pod-2199,32000,49152,0,0
openb-pod-2200,12500,57344,0,0
openb-pod-2201,4152,10600,1,370
openb-pod-2202,18708,64512,1,1000
openb-pod-2203,4000,30517,1,220
openb-pod-2204,3152,5600,1,1000
openb-pod-2205,11400,48128,1,1000
openb-pod-2206,3152,5600,1,1000
openb-pod-2207,1000,2048,1,650
openb-pod-2208,8000,16384,1,1000
openb-pod-2209,4152,10600,1,370
openb-pod-2210,4152,10600,1,370
openb-pod-2211,12500,57344,0,0
openb-pod-2212,11908,47104,1,470
openb-pod-2213,12000,24576,1,1000
openb-pod-2214,8000,30517,1,470
openb-pod-2215,12500,57344,0,0
openb-pod-2216,11400,48128,1,1000
openb-pod-2217,15400,51200,0,0
openb-pod-2218,15400,51200,0,0
openb-pod-2219,11400,48128,1,1000
openb-pod-2220,15400,51200,0,0
openb-pod-2221,15400,51200,0,0
openb-pod-2222,11908,47104,1,470
openb-pod-2223,12500,57344,0,0
openb-pod-2224,4000,15258,1,220
openb-pod-2225,12500,57344,0,0
openb-pod-2226,12500,57344,0,0
openb-pod-2227,12500,57344,0,0
openb-pod-2228,32000,32768,0,0
openb-pod-2229,3152,5600,1,1000
openb-pod-2230,12500,57344,0,0
openb-pod-2231,3152,5600,1,1000
openb-pod-2232,4152,10600,1,550
openb-pod-2233,8000,32768,1,1000
openb-pod-2234,18708,64512,1,1000
openb-pod-2235,12500,57344,0,0
openb-pod-2236,12500,57344,0,0
openb-pod-2237,4152,10600,1,550
openb-pod-2238,15400,51200,0,0
openb-pod-2239,15400,51200,0,0
openb-pod-2240,15400,51200,0,0
openb-pod-2241,4152,10600,1,270
openb-pod-2242,3152,5600,1,1000
openb-pod-2243,12000,16384,1,1000
openb-pod-2244,12500,57344,0,0
openb-pod-2245,12500,57344,0,0
openb-pod-2246,15400,51200,0,0
openb-pod-2247,15400,51200,0,0
openb-pod-2248,15400,51200,0,0
openb-pod-2249,3152,5600,1,1000
openb-pod-2250,64200,263168,8,1000
openb-pod-2251,3152,5600,1,1000
openb-pod-2252,12500,57344,0,0
openb-pod-2253,12500,57344,0,0
openb-pod-2254,12500,57344,0,0
openb-pod-2255,15700,58368,1,1000
openb-pod-2256,4000,30517,1,230
openb-pod-2257,8000,30517,1,470
openb-pod-2258,4000,30517,1,230
openb-pod-2259,4000,15258,1,220
openb-pod-2260,15700,58368,1,1000
openb-pod-2261,12000,15360,1,1000
openb-pod-2262,11908,47104,1,470
openb-pod-2263,32200,132096,4,1000
openb-pod-2264,8200,33792,1,1000
openb-pod-2265,64200,263168,8,1000
openb-pod-2266,4152,10600,1,370
openb-pod-2267,11400,48128,1,1000
openb-pod-2268,4000,24576,1,1000
openb-pod-2269,4000,30517,1,230
openb-pod-2270,4152,10600,1,550
openb-pod-2271,11908,47104,1,470
openb-pod-2272,4000,30517,1,230
openb-pod-2273,8000,30517,1,470
openb-pod-2274,11908,47104,1,470
openb-pod-2275,4152,10600,1,550
openb-pod-2276,3152,5600,1,1000
openb-pod-2277,3152,5600,1,1000
openb-pod-2278,11400,48128,1,1000
openb-pod-2279,11400,48128,1,1000
openb-pod-2280,32000,49152,0,0
openb-pod-2281,32000,49152,0,0
openb-pod-2282,3152,5600,1,1000
openb-pod-2283,3152,5600,1,1000
openb-pod-2284,32000,49152,0,0
openb-pod-2285,32000,49152,0,0
openb-pod-2286,3152,5600,1,1000
openb-pod-2287,4152,10600,1,370
openb-pod-2288,64200,263168,8,1000
openb-pod-2289,8000,30517,1,470
openb-pod-2290,18708,64512,1,1000
openb-pod-2291,18708,64512,1,1000
openb-pod-2292,3152,5600,1,1000
openb-pod-2293,3152,5600,1,1000
openb-pod-2294,11400,48128,1,1000
openb-pod-2295,3152,5600,1,1000
openb-pod-2296,4000,15258,1,50
openb-pod-2297,4000,15258,1,110
openb-pod-2298,3152,5600,1,1000
openb-pod-2299,6000,8192,1,460
openb-pod-2300,12000,24576,1,1000
openb-pod-2301,3152,5600,1,1000
openb-pod-2302,4000,30517,1,220
openb-pod-2303,4000,15258,1,470
openb-pod-2304,4000,24576,1,1000
openb-pod-2305,12000,24576,1,1000
openb-pod-2306,12000,18432,1,460
openb-pod-2307,3152,5600,1,1000
openb-pod-2308,11400,48128,1,1000
openb-pod-2309,32000,49152,0,0
openb-pod-2310,3152,5600,1,1000
openb-pod-2311,3152,5600,1,1000
openb-pod-2312,32000,49152,0,0
openb-pod-2313,12000,16384,1,1000
openb-pod-2314,32000,49152,0,0
openb-pod-2315,3152,5600,1,1000
openb-pod-2316,64200,263168,8,1000
openb-pod-2317,64200,263168,8,1000
openb-pod-2318,3152,5600,1,1000
openb-pod-2319,3152,5600,1,1000
openb-pod-2320,6000,22888,1,50
openb-pod-2321,16200,66560,2,1000
openb-pod-2322,16200,66560,2,1000
openb-pod-2323,8000,30517,0,0
openb-pod-2324,11400,48128,1,1000
openb-pod-2325,8000,30517,1,220
openb-pod-2326,4000,15258,1,320
openb-pod-2327,3152,5600,1,1000
openb-pod-2328,4000,24576,1,1000
openb-pod-2329,3152,5600,1,1000
openb-pod-2330,12000,16384,1,1000
openb-pod-2331,11400,48128,1,1000
openb-pod-2332,11400,48128,1,1000
openb-pod-2333,11400,48128,1,1000
openb-pod-2334,12000,24576,1,1000
openb-pod-2335,3152,5600,1,1000
openb-pod-2336,8000,30517,1,320
openb-pod-2337,3152,5600,1,1000
openb-pod-2338,64200,263168,8,1000
openb-pod-2339,11400,48128,1,1000
openb-pod-2340,3152,5600,1,1000
openb-pod-2341,12000,24576,0,0
openb-pod-2342,11400,48128,1,1000
openb-pod-2343,11400,48128,1,1000
openb-pod-2344,4000,15258,1,320
openb-pod-2345,11400,48128,1,1000
openb-pod-2346,8000,30517,1,470
openb-pod-2347,4000,31250,1,1000
openb-pod-2348,11400,48128,1,1000
openb-pod-2349,11400,48128,1,1000
openb-pod-2350,11400,48128,1,1000
openb-pod-2351,11400,48128,1,1000
openb-pod-2352,3152,5600,1,1000
openb-pod-2353,11908,47104,1,470
openb-pod-2354,11908,47104,1,470
openb-pod-2355,8000,30517,1,470
openb-pod-2356,12000,23552,1,1000
openb-pod-2357,11908,47104,1,470
openb-pod-2358,11400,48128,1,1000
openb-pod-2359,32000,49152,0,0
openb-pod-2360,12000,24576,1,1000
openb-pod-2361,11400,48128,1,1000
openb-pod-2362,32000,49152,0,0
openb-pod-2363,11400,48128,1,1000
openb-pod-2364,11400,48128,1,1000
openb-pod-2365,12000,24576,1,1000
openb-pod-2366,11908,47104,1,470
openb-pod-2367,32000,49152,0,0
openb-pod-2368,11908,47104,1,470
openb-pod-2369,3152,5600,1,1000
openb-pod-2370,3152,5600,1,1000
openb-pod-2371,4000,15258,1,220
openb-pod-2372,4152,10600,1,550
openb-pod-2373,11400,48128,1,1000
openb-pod-2374,18708,64512,1,1000
openb-pod-2375,18708,64512,1,1000
openb-pod-2376,64200,263168,8,1000
openb-pod-2377,11400,48128,1,1000
openb-pod-2378,16000,65536,1,1000
openb-pod-2379,4152,10600,1,370
openb-pod-2380,16000,32768,1,1000
openb-pod-2381,11908,47104,1,470
openb-pod-2382,6000,12288,1,460
openb-pod-2383,8000,30517,1,470
openb-pod-2384,64200,263168,8,1000
openb-pod-2385,64200,263168,8,1000
openb-pod-2386,1000,2048,1,320
openb-pod-2387,11400,48128,1,1000
openb-pod-2388,11400,48128,1,1000
openb-pod-2389,15400,51200,0,0
openb-pod-2390,3152,5600,1,1000
openb-pod-2391,4000,24576,1,1000
openb-pod-2392,8710,41560,1,1000
openb-pod-2393,4000,30517,1,320
openb-pod-2394,15400,51200,0,0
openb-pod-2395,15400,51200,0,0
openb-pod-2396,9810,41560,1,1000
openb-pod-2397,12500,57344,0,0
openb-pod-2398,12500,57344,0,0
openb-pod-2399,6000,6144,1,460
openb-pod-2400,8200,33792,1,1000
openb-pod-2401,12500,57344,0,0
openb-pod-2402,15400,51200,0,0
openb-pod-2403,15400,51200,0,0
openb-pod-2404,15400,51200,0,0
openb-pod-2405,15400,51200,0,0
openb-pod-2406,15400,51200,0,0
openb-pod-2407,15400,51200,0,0
openb-pod-2408,15400,51200,0,0
openb-pod-2409,11908,47104,1,470
openb-pod-2410,11400,48128,1,1000
openb-pod-2411,11400,48128,1,1000
openb-pod-2412,15700,58368,1,1000
openb-pod-2413,4000,24576,1,1000
openb-pod-2414,8000,30517,0,0
openb-pod-2415,11300,37888,1,1000
openb-pod-2416,6000,18432,1,460
openb-pod-2417,11300,37888,1,1000
openb-pod-2418,1000,2048,1,320
openb-pod-2419,11400,48128,1,1000
openb-pod-2420,64200,263168,8,1000
openb-pod-2421,11908,47104,1,470
openb-pod-2422,4000,30517,1,230
openb-pod-2423,11400,48128,1,1000
openb-pod-2424,6000,16384,1,1000
openb-pod-2425,32000,49152,0,0
openb-pod-2426,32000,49152,0,0
openb-pod-2427,11400,48128,1,1000
openb-pod-2428,11400,48128,1,1000
openb-pod-2429,12500,57344,0,0
openb-pod-2430,12500,57344,0,0
openb-pod-2431,12500,57344,0,0
openb-pod-2432,12500,57344,0,0
openb-pod-2433,11400,48128,1,1000
openb-pod-2434,4000,22888,1,230
openb-pod-2435,11908,47104,1,1000
openb-pod-2436,11300,37888,1,1000
openb-pod-2437,11908,47104,1,1000
openb-pod-2438,4000,24576,1,1000
openb-pod-2439,18708,64512,1,1000
openb-pod-2440,8000,30517,1,470
openb-pod-2441,64200,263168,8,1000
openb-pod-2442,12000,24576,1,1000
openb-pod-2443,32200,132096,4,1000
openb-pod-2444,1000,2048,1,320
openb-pod-2445,8000,30517,1,470
openb-pod-2446,11400,48128,1,1000
openb-pod-2447,11900,77824,1,1000
openb-pod-2448,11900,77824,1,1000
openb-pod-2449,4000,15258,1,50
openb-pod-2450,11400,48128,1,1000
openb-pod-2451,11900,77824,1,1000
openb-pod-2452,15700,58368,1,1000
openb-pod-2453,15700,58368,1,1000
openb-pod-2454,11900,77824,1,1000
openb-pod-2455,11400,48128,1,1000
openb-pod-2456,4152,10600,1,370
openb-pod-2457,11400,48128,1,1000
openb-pod-2458,12000,16384,1,1000
openb-pod-2459,11400,48128,1,1000
openb-pod-2460,4152,10600,1,810
openb-pod-2461,4152,10600,1,810
openb-pod-2462,4000,30517,1,320
openb-pod-2463,11400,48128,1,1000
openb-pod-2464,4000,15258,1,160
openb-pod-2465,11400,48128,1,1000
openb-pod-2466,11900,77824,1,1000
openb-pod-2467,11400,48128,1,1000
openb-pod-2468,11400,48128,1,1000
openb-pod-2469,11400,48128,1,1000
openb-pod-2470,4152,10600,1,370
openb-pod-2471,1000,2048,1,320
openb-pod-2472,11400,48128,1,1000
openb-pod-2473,4000,15258,1,160
openb-pod-2474,4152,10600,1,370
openb-pod-2475,8000,32768,1,1000
openb-pod-2476,32000,49152,0,0
openb-pod-2477,32000,49152,0,0
openb-pod-2478,32000,49152,0,0
openb-pod-2479,15700,58368,1,1000
openb-pod-2480,11900,77824,1,1000
openb-pod-2481,11400,48128,1,1000
openb-pod-2482,8000,16384,1,1000
openb-pod-2483,4000,15258,1,320
openb-pod-2484,6000,22888,1,160
openb-pod-2485,4000,24576,1,1000
openb-pod-2486,4000,15258,1,160
openb-pod-2487,4000,15258,1,160
openb-pod-2488,4000,15258,1,160
openb-pod-2489,15700,58368,1,1000
openb-pod-2490,15700,58368,1,1000
openb-pod-2491,6000,12288,1,460
openb-pod-2492,6000,22888,1,160
openb-pod-2493,8000,16000,1,460
openb-pod-2494,15700,58368,1,1000
openb-pod-2495,11900,77824,1,1000
openb-pod-2496,12000,15360,1,1000
openb-pod-2497,8000,16384,1,1000
openb-pod-2498,11900,77824,1,1000
openb-pod-2499,15700,58368,1,1000
openb-pod-2500,4000,22888,1,320
openb-pod-2501,6000,8192,1,460
openb-pod-2502,15700,58368,1,1000
openb-pod-2503,15700,58368,1,1000
openb-pod-2504,11900,77824,1,1000
openb-pod-2505,15700,58368,1,1000
openb-pod-2506,11900,77824,1,1000
openb-pod-2507,6000,22888,1,110
openb-pod-2508,15700,58368,1,1000
openb-pod-2509,15700,58368,1,1000
openb-pod-2510,16000,31250,0,0
openb-pod-2511,8000,30517,0,0
openb-pod-2512,8000,30517,0,0
openb-pod-2513,8000,30517,0,0
openb-pod-2514,4152,10600,1,810
openb-pod-2515,4000,22888,1,320
openb-pod-2516,6000,6144,1,460
openb-pod-2517,15700,58368,1,1000
openb-pod-2518,11900,77824,1,1000
openb-pod-2519,4000,22888,1,320
openb-pod-2520,4000,15258,1,220
openb-pod-2521,8000,15625,0,0
openb-pod-2522,4000,15258,1,320
openb-pod-2523,4000,15258,1,320
openb-pod-2524,4000,15258,1,320
openb-pod-2525,4000,15258,1,320
openb-pod-2526,15400,51200,0,0
openb-pod-2527,4000,15258,1,320
openb-pod-2528,4000,22888,1,320
openb-pod-2529,11900,77824,1,1000
openb-pod-2530,11400,48128,1,1000
openb-pod-2531,4000,15258,1,160
openb-pod-2532,4000,15258,1,160
openb-pod-2533,4000,22888,1,320
openb-pod-2534,11400,48128,1,1000
openb-pod-2535,15700,58368,1,1000
openb-pod-2536,4000,22888,1,320
openb-pod-2537,4000,22888,1,320
openb-pod-2538,4000,15258,1,320
openb-pod-2539,4000,22888,1,230
openb-pod-2540,4000,15258,1,230
openb-pod-2541,6000,12288,1,460
openb-pod-2542,15400,51200,0,0
openb-pod-2543,4000,15258,1,220
openb-pod-2544,4000,15258,1,320
openb-pod-2545,11908,47104,1,1000
openb-pod-2546,4000,22888,1,230
openb-pod-2547,1000,2048,1,320
openb-pod-2548,4000,15258,1,320
openb-pod-2549,8000,30517,1,320
openb-pod-2550,11908,47104,1,1000
openb-pod-2551,8000,30517,1,320
openb-pod-2552,12500,57344,0,0
openb-pod-2553,11300,37888,1,1000
openb-pod-2554,4000,22888,1,320
openb-pod-2555,11400,48128,1,1000
openb-pod-2556,12000,16384,1,1000
openb-pod-2557,4000,22888,1,320
openb-pod-2558,4000,22888,1,320
openb-pod-2559,4000,22888,1,320
openb-pod-2560,8000,30517,1,230
openb-pod-2561,4000,15258,1,320
openb-pod-2562,12000,16384,1,1000
openb-pod-2563,8000,30517,1,230
openb-pod-2564,4000,15258,1,320
openb-pod-2565,4000,22888,1,320
openb-pod-2566,8000,30517,1,320
openb-pod-2567,4000,15258,1,320
openb-pod-2568,4000,22888,1,320
openb-pod-2569,6000,23552,1,460
openb-pod-2570,4152,10600,1,370
openb-pod-2571,4000,32768,1,1000
openb-pod-2572,11908,47104,1,1000
openb-pod-2573,6000,6144,1,460
openb-pod-2574,6000,12288,1,460
openb-pod-2575,64200,263168,8,1000
openb-pod-2576,15400,51200,0,0
openb-pod-2577,8000,30517,1,470
openb-pod-2578,11400,48128,1,1000
openb-pod-2579,11400,48128,1,1000
openb-pod-2580,64200,263168,8,1000
openb-pod-2581,11400,48128,1,1000
openb-pod-2582,15700,58368,1,1000
openb-pod-2583,11400,48128,1,1000
openb-pod-2584,15400,51200,0,0
